# integral[ exp(-x*t) / t^n, x=1..inf ]
# x                       n=1                       n=2                       n=3
2.841000000000000014e+01  1.561963739946896369e-14  1.512043753243254537e-14  1.465135287746861359e-14
2.842000000000000171e+01  1.545895194044664725e-14  1.496504597190056670e-14  1.450092679899002624e-14
2.842999999999999972e+01  1.529992129561911785e-14  1.481125297759608255e-14  1.435204662949557945e-14
2.844000000000000128e+01  1.514252840345404152e-14  1.465904208683221039e-14  1.420469646577849813e-14
2.844999999999999929e+01  1.498675637854172874e-14  1.450839700665552577e-14  1.405886056840897221e-14
2.846000000000000085e+01  1.483258850977425736e-14  1.435930161209340901e-14  1.391452336004515176e-14
2.846999999999999886e+01  1.468000825854434219e-14  1.421173994442055492e-14  1.377166942376243117e-14
2.848000000000000043e+01  1.452899925696199189e-14  1.406569620944247143e-14  1.363028350139919356e-14
2.849000000000000199e+01  1.437954530609032251e-14  1.392115477579748172e-14  1.349035049192032992e-14
2.850000000000000000e+01  1.423163037419925295e-14  1.377810017327578944e-14  1.335185544979722174e-14
2.851000000000000156e+01  1.408523859503712650e-14  1.363651709115594302e-14  1.321478358340435279e-14
2.851999999999999957e+01  1.394035426612087218e-14  1.349639037655890425e-14  1.307912025343305656e-14
2.853000000000000114e+01  1.379696184704298933e-14  1.335770503281855030e-14  1.294485097132084694e-14
2.853999999999999915e+01  1.365504595779691110e-14  1.322044621786958762e-14  1.281196139769772185e-14
2.855000000000000071e+01  1.351459137711890871e-14  1.308459924265151434e-14  1.268043734084783250e-14
2.856000000000000227e+01  1.337558304084787455e-14  1.295014956952974985e-14  1.255026475518764602e-14
2.857000000000000028e+01  1.323800604030156559e-14  1.281708281073257636e-14  1.242142973975931895e-14
2.858000000000000185e+01  1.310184562066973156e-14  1.268538472680426786e-14  1.229391853673974227e-14
2.858999999999999986e+01  1.296708717942427941e-14  1.255504122507464474e-14  1.216771752996538724e-14
2.860000000000000142e+01  1.283371626474518027e-14  1.242603835814379822e-14  1.204281324347157169e-14
2.860999999999999943e+01  1.270171857396345205e-14  1.229836232238315521e-14  1.191919234004775438e-14
2.862000000000000099e+01  1.257107995201952963e-14  1.217199945645131068e-14  1.179684161980679999e-14
2.862999999999999901e+01  1.244178638993821053e-14  1.204693623982596068e-14  1.167574801876985584e-14
2.864000000000000057e+01  1.231382402331881775e-14  1.192315929135024627e-14  1.155589860746510606e-14
2.865000000000000213e+01  1.218717913084152163e-14  1.180065536779480836e-14  1.143728058954158685e-14
2.866000000000000014e+01  1.206183813278871789e-14  1.167941136243423459e-14  1.131988130039690926e-14
2.867000000000000171e+01  1.193778758958179477e-14  1.155941430363829417e-14  1.120368820581921465e-14
2.867999999999999972e+01  1.181501420033325617e-14  1.144065135347800174e-14  1.108868890064340692e-14
2.869000000000000128e+01  1.169350480141345604e-14  1.132310980634562507e-14  1.097487110742077646e-14
2.869999999999999929e+01  1.157324636503262564e-14  1.120677708758953924e-14  1.086222267510297035e-14
2.871000000000000085e+01  1.145422599783699140e-14  1.109164075216248505e-14  1.075073157773881302e-14
2.871999999999999886e+01  1.133643093952010211e-14  1.097768848328450184e-14  1.064038591318533758e-14
2.873000000000000043e+01  1.121984856144777960e-14  1.086490809111908323e-14  1.053117390183138830e-14
2.874000000000000199e+01  1.110446636529804371e-14  1.075328751146343450e-14  1.042308388533503617e-14
2.875000000000000000e+01  1.099027198171452828e-14  1.064281480445208541e-14  1.031610432537363977e-14
2.876000000000000156e+01  1.087725316897398622e-14  1.053347815327371011e-14  1.021022380240674894e-14
2.876999999999999957e+01  1.076539781166788838e-14  1.042526586290171741e-14  1.010543101445221067e-14
2.878000000000000114e+01  1.065469391939712535e-14  1.031816635883731926e-14  1.000171477587427847e-14
2.878999999999999915e+01  1.054512962548077473e-14  1.021216818586620711e-14  9.899064016184942873e-15
2.880000000000000071e+01  1.043669318567767945e-14  1.010726000682745868e-14  9.797467778856837833e-15
2.881000000000000227e+01  1.032937297692173489e-14  1.000343060139578447e-14  9.696915220149178995e-15
2.882000000000000028e+01  1.022315749606999349e-14  9.900668864875864272e-15  9.597395607945269891e-15
2.883000000000000185e+01  1.011803535866363085e-14  9.798963807009288171e-15  9.498898320602071361e-15
2.883999999999999986e+01  1.001399529770215219e-14  9.698304550794032486e-15  9.401412845812042508e-15
2.885000000000000142e+01  9.911026162429644597e-15  9.598680331315738684e-15  9.304928779476065151e-15
2.885999999999999943e+01  9.809116917134331114e-15  9.500080494591503617e-15  9.209435824588743912e-15
2.887000000000000099e+01  9.708256639959765252e-15  9.402494496425168188e-15  9.114923790134458500e-15
2.887999999999999901e+01  9.608434521729049582e-15  9.305911901274891754e-15  9.021382589995472925e-15
2.889000000000000057e+01  9.509639864780571701e-15  9.210322381131914137e-15  8.928802241870765342e-15
2.890000000000000213e+01  9.411862081816328845e-15  9.115715714411440864e-15  8.837172866206435216e-15
2.891000000000000014e+01  9.315090694761842440e-15  9.022081784854562980e-15  8.746484685136906838e-15
2.892000000000000171e+01  9.219315333637796708e-15  8.929410580441661107e-15  8.656728021436995450e-15
2.892999999999999972e+01  9.124525735443768932e-15  8.837692192317148590e-15  8.567893297485124719e-15
2.894000000000000128e+01  9.030711743052946974e-15  8.746916813725081983e-15  8.479971034236775722e-15
2.894999999999999929e+01  8.937863304118851683e-15  8.657074738956094853e-15  8.392951850208998933e-15
2.896000000000000085e+01  8.845970469992773603e-15  8.568156362304749275e-15  8.306826460474930528e-15
2.896999999999999886e+01  8.755023394653014206e-15  8.480152177038237464e-15  8.221585675669169740e-15
2.898000000000000043e+01  8.665012333644614234e-15  8.393052774375097198e-15  8.137220401002930191e-15
2.899000000000000199e+01  8.575927643030575749e-15  8.306848842475053347e-15  8.053721635289763545e-15
2.900000000000000000e+01  8.487759778353563408e-15  8.221531165438966276e-15  7.971080469981099741e-15
2.901000000000000156e+01  8.400499293608408401e-15  8.137090622319046492e-15  7.889288088211707943e-15
2.901999999999999957e+01  8.314136840225476582e-15  8.053518186139641605e-15  7.808335763855256489e-15
2.903000000000000114e+01  8.228663166064170309e-15  7.970804922927734159e-15  7.728214860589249236e-15
2.903999999999999915e+01  8.144069114417248712e-15  7.888941990753811414e-15  7.648916830970029352e-15
2.905000000000000071e+01  8.060345623025000850e-15  7.807920638782264565e-15  7.570433215516853428e-15
2.906000000000000227e+01  7.977483723100060588e-15  7.727732206332005289e-15  7.492755641805868955e-15
2.907000000000000028e+01  7.895474538362025444e-15  7.648368121946480774e-15  7.415875823573147916e-15
2.908000000000000185e+01  7.814309284081989839e-15  7.569819902473309707e-15  7.339785559826948478e-15
2.908999999999999986e+01  7.733979266137369825e-15  7.492079152153692239e-15  7.264476733969452484e-15
2.910000000000000142e+01  7.654475880075913309e-15  7.415137561720812969e-15  7.189941312927093631e-15
2.910999999999999943e+01  7.575790610190004914e-15  7.338986907508016334e-15  7.116171346290380388e-15
2.912000000000000099e+01  7.497915028599976477e-15  7.263619050565692606e-15  7.043158965462024823e-15
2.912999999999999901e+01  7.420840794347382431e-15  7.189025935787783253e-15  6.970896382814410762e-15
2.914000000000000057e+01  7.344559652497233501e-15  7.115199591046861222e-15  6.899375890855266877e-15
2.915000000000000213e+01  7.269063433249867119e-15  7.042132126338506367e-15  6.828589861402369094e-15
2.916000000000000014e+01  7.194344051061795074e-15  6.969815732934270789e-15  6.758530744766425049e-15
2.917000000000000171e+01  7.120393503775575740e-15  6.898242682543432079e-15  6.689191068942488511e-15
2.917999999999999972e+01  7.047203871759003528e-15  6.827405326483606262e-15  6.620563438809876135e-15
2.919000000000000128e+01  6.974767317052769927e-15  6.757296094859540442e-15  6.552640535340032792e-15
2.919999999999999929e+01  6.903076082527376295e-15  6.687907495750837711e-15  6.485415114812879503e-15
2.921000000000000085e+01  6.832122491048313923e-15  6.619232114407634577e-15  6.418880008040952182e-15
2.921999999999999886e+01  6.761898944650343597e-15  6.551262612454973204e-15  6.353028119601824189e-15
2.923000000000000043e+01  6.692397923719844433e-15  6.483991727105025193e-15  6.287852427078157975e-15
2.924000000000000199e+01  6.623611986186032650e-15  6.417412270377763272e-15  6.223345980305859889e-15
2.925000000000000000e+01  6.555533766720289054e-15  6.351517128329514495e-15  6.159501900629817528e-15
2.926000000000000156e+01  6.488155975943724592e-15  6.286299260289413094e-15  6.096313380167298502e-15
2.926999999999999957e+01  6.421471399643254557e-15  6.221751698103991221e-15  6.033773681079154180e-15
2.928000000000000114e+01  6.355472897995343689e-15  6.157867545389223636e-15  5.971876134848213919e-15
2.928999999999999915e+01  6.290153404798197589e-15  6.094639976790675574e-15  5.910614141565464547e-15
2.930000000000000071e+01  6.225505926711505133e-15  6.032062237250904978e-15  5.849981169223269645e-15
2.931000000000000227e+01  6.161523542504393695e-15  5.970127641284762017e-15  5.789970753016163476e-15
2.932000000000000028e+01  6.098199402310909331e-15  5.908829572261955592e-15  5.730576494648669717e-15
2.933000000000000185e+01  6.035526726893217538e-15  5.848161481697056433e-15  5.671792061650228614e-15
2.933999999999999986e+01  5.973498806912631085e-15  5.788116888546986486e-15  5.613611186697433724e-15
2.935000000000000142e+01  5.912109002207839369e-15  5.728689378515495241e-15  5.556027666942906137e-15
2.935999999999999943e+01  5.851350741080968780e-15  5.669872603365103420e-15  5.499035363351453035e-15
2.937000000000000099e+01  5.791217519590640269e-15  5.611660280235873460e-15  5.442628200042720939e-15
2.937999999999999901e+01  5.731702900852717521e-15  5.554046190971491168e-15  5.386800163640970803e-15
2.939000000000000057e+01  5.672800514347902438e-15  5.497024181452010878e-15  5.331545302631190019e-15
2.940000000000000213e+01  5.614504055236845310e-15  5.440588160933759524e-15  5.276857726722211877e-15
2.941000000000000014e+01  5.556807283682076275e-15  5.384732101395905004e-15  5.222731606216145120e-15
2.942000000000000171e+01  5.499704024177005748e-15  5.329450036893697528e-15  5.169161171384331329e-15
2.942999999999999972e+01  5.443188164882008041e-15  5.274736062918663191e-15  5.116140711849935043e-15
2.944000000000000128e+01  5.387253656967093553e-15  5.220584335765049266e-15  5.063664575976580506e-15
2.944999999999999929e+01  5.331894513961691736e-15  5.166989071903149950e-15  5.011727170263614049e-15
2.946000000000000085e+01  5.277104811110827800e-15  5.113944547358759974e-15  4.960322958747342099e-15
2.946999999999999886e+01  5.222878684738274509e-15  5.061445097099390333e-15  4.909446462408640813e-15
2.948000000000000043e+01  5.169210331615977794e-15  5.009485114426476200e-15  4.859092258586483753e-15
2.949000000000000199e+01  5.116094008340279196e-15  4.958059050374145013e-15  4.809254980397710232e-15
2.950000000000000000e+01  5.063524030714398700e-15  4.907161413114016187e-15  4.759929316162643855e-15
2.951000000000000156e+01  5.011494773137304986e-15  4.856786767366142108e-15  4.711110008836610169e-15
2.951999999999999957e+01  4.960000667999070892e-15  4.806929733816189811e-15  4.662791855447483562e-15
2.953000000000000114e+01  4.909036205082225816e-15  4.757584988538402637e-15  4.614969706538804325e-15
2.953999999999999915e+01  4.858595930969560980e-15  4.708747262424774958e-15  4.567638465618867381e-15
2.955000000000000071e+01  4.808674448457779382e-15  4.660411340619857009e-15  4.520793088615247056e-15
2.956000000000000227e+01  4.759266415977477922e-15  4.612572061961618950e-15  4.474428583335202809e-15
2.957000000000000028e+01  4.710366547018926873e-15  4.565224318427958450e-15  4.428540008931443699e-15
2.958000000000000185e+01  4.661969609563805252e-15  4.518363054588888061e-15  4.383122475373447211e-15
2.958999999999999986e+01  4.614070425522967818e-15  4.471983267064563323e-15  4.338171142924343503e-15
2.960000000000000142e+01  4.566663870179767231e-15  4.426080003988642777e-15  4.293681221622992727e-15
2.960999999999999943e+01  4.519744871639403108e-15  4.380648364477438220e-15  4.249647970771630911e-15
2.962000000000000099e+01  4.473308410283684241e-15  4.335683498104321924e-15  4.206066698428536156e-15
2.962999999999999901e+01  4.427349518231700178e-15  4.291180604379774221e-15  4.162932760906205028e-15
2.964000000000000057e+01  4.381863278805810502e-15  4.247134932236564978e-15  4.120241562274441186e-15
2.965000000000000213e+01  4.336844826003340748e-15  4.203541779520476049e-15  4.077988553868751463e-15
2.966000000000000014e+01  4.292289343973681212e-15  4.160396492486106344e-15  4.036169233803749638e-15
2.967000000000000171e+01  4.248192066500670348e-15  4.117694465297938609e-15  3.994779146491477183e-15
2.967999999999999972e+01  4.204548276490571190e-15  4.075431139536621361e-15  3.953813882164917071e-15
2.969000000000000128e+01  4.161353305465061765e-15  4.033602003710191459e-15  3.913269076406127162e-15
2.969999999999999929e+01  4.118602533059720722e-15  3.992202592770546546e-15  3.873140409679532737e-15
2.971000000000000085e+01  4.076291386527450432e-15  3.951228487634658546e-15  3.833423606869759715e-15
2.971999999999999886e+01  4.034415340247273816e-15  3.910675314711005472e-15  3.794114436824468456e-15
2.973000000000000043e+01  3.992969915237967675e-15  3.870538745430607818e-15  3.755208711901680134e-15
2.974000000000000199e+01  3.951950678676921434e-15  3.830814495783149158e-15  3.716702287521969588e-15
2.975000000000000000e+01  3.911353243423869472e-15  3.791498325857733674e-15  3.678591061725128646e-15
2.976000000000000156e+01  3.871173267549486777e-15  3.752586039388383151e-15  3.640870974731427727e-15
2.976999999999999957e+01  3.831406453869036466e-15  3.714073483304352344e-15  3.603538008507493845e-15
2.978000000000000114e+01  3.792048549480606903e-15  3.675956547284900616e-15  3.566588186336495808e-15
2.978999999999999915e+01  3.753095345308335984e-15  3.638231163318839339e-15  3.530017572392939507e-15
2.980000000000000071e+01  3.714542675650162709e-15  3.600893305268457472e-15  3.493822271321671787e-15
2.981000000000000227e+01  3.676386417730428659e-15  3.563938988438084862e-15  3.457998427821382397e-15
2.982000000000000028e+01  3.638622491256946012e-15  3.527364269147035677e-15  3.422542226232290062e-15
2.983000000000000185e+01  3.601246857982711944e-15  3.491165244306906766e-15  3.387449890128069863e-15
2.983999999999999986e+01  3.564255521272204735e-15  3.455338051003413137e-15  3.352717681912116201e-15
2.985000000000000142e+01  3.527644525672016249e-15  3.419878866082293175e-15  3.318341902417767414e-15
2.985999999999999943e+01  3.491409956486089381e-15  3.384783905739739164e-15  3.284318890512869134e-15
2.987000000000000099e+01  3.455547939355177493e-15  3.350049425116825350e-15  3.250645022708193592e-15
2.987999999999999901e+01  3.420054639840805484e-15  3.315671717898305912e-15  3.217316712770092747e-15
2.989000000000000057e+01  3.384926263013375929e-15  3.281647115915400224e-15  3.184330411336971856e-15
2.990000000000000213e+01  3.350159053044668779e-15  3.247971988752800099e-15  3.151682605539857643e-15
2.991000000000000014e+01  3.315749292804464435e-15  3.214642743359665124e-15  3.119369818626792030e-15
2.992000000000000171e+01  3.281693303461307951e-15  3.181655823664600163e-15  3.087388609591073554e-15
2.992999999999999972e+01  3.247987444087532692e-15  3.149007710194710873e-15  3.055735572803444655e-15
2.994000000000000128e+01  3.214628111268177801e-15  3.116694919698459168e-15  3.024407337647917591e-15
2.994999999999999929e+01  3.181611738714133182e-15  3.084714004772546606e-15  2.993400568161514679e-15
2.996000000000000085e+01  3.148934796879092706e-15  3.053061553492489247e-15  2.962711962677548941e-15
2.996999999999999886e+01  3.116593792580655240e-15  3.021734189047177838e-15  2.932338253472744142e-15
2.998000000000000043e+01  3.084585268625147931e-15  2.990728569377026531e-15  2.902276206417844348e-15
2.999000000000000199e+01  3.052905803436494753e-15  2.960041386816024089e-15  2.872522620631946911e-15
3.000000000000000000e+01  3.021552010688812827e-15  2.929669367737369677e-15  2.843074328140327743e-15
3.001000000000000156e+01  2.990520538942793296e-15  2.899609272202748858e-15  2.813928193535758475e-15
3.001999999999999957e+01  2.959808071285953145e-15  2.869857893615346414e-15  2.785081113643449231e-15
3.003000000000000114e+01  2.929411324976435704e-15  2.840412058376295058e-15  2.756530017189255702e-15
3.003999999999999915e+01  2.899327051090671453e-15  2.811268625544793135e-15  2.728271864471489735e-15
3.005000000000000071e+01  2.869552034174488109e-15  2.782424486501597857e-15  2.700303647035953610e-15
3.006000000000000227e+01  2.840083091898000550e-15  2.753876564616138232e-15  2.672622387354441746e-15
3.007000000000000028e+01  2.810917074713945292e-15  2.725621814916936863e-15  2.645225138506492917e-15
3.008000000000000185e+01  2.782050865519562091e-15  2.697657223765461718e-15  2.618108983864389804e-15
3.008999999999999986e+01  2.753481379322044334e-15  2.669979808533422069e-15  2.591271036781530938e-15
3.010000000000000142e+01  2.725205562907307396e-15  2.642586617283240380e-15  2.564708440283825944e-15
3.010999999999999943e+01  2.697220394512346307e-15  2.615474728452001891e-15  2.538418366764476580e-15
3.012000000000000099e+01  2.669522883500789879e-15  2.588641250538474842e-15  2.512398017681699440e-15
3.012999999999999901e+01  2.642110070041986570e-15  2.562083321793531480e-15  2.486644623259750822e-15
3.014000000000000057e+01  2.614979024793252496e-15  2.535798109913621163e-15  2.461155442192851064e-15
3.015000000000000213e+01  2.588126848585506021e-15  2.509782811737506984e-15  2.435927761352328997e-15
3.016000000000000014e+01  2.561550672112104332e-15  2.484034652946080535e-15  2.410958895496659170e-15
3.017000000000000171e+01  2.535247655620853999e-15  2.458550887765244147e-15  2.386246186984511711e-15
3.017999999999999972e+01  2.509214988609315426e-15  2.433328798671949766e-15  2.361787005490835775e-15
3.019000000000000128e+01  2.483449889523106539e-15  2.408365696103156610e-15  2.337578747725734364e-15
3.019999999999999929e+01  2.457949605457466855e-15  2.383658918167903641e-15  2.313618837156371919e-15
3.021000000000000085e+01  2.432711411861763589e-15  2.359205830362226678e-15  2.289904723731622827e-15
3.021999999999999886e+01  2.407732612247183591e-15  2.335003825287150083e-15  2.266433883609673400e-15
3.023000000000000043e+01  2.383010537897313685e-15  2.311050322369455643e-15  2.243203818888306395e-15
3.024000000000000199e+01  2.358542547581824397e-15  2.287342767585438866e-15  2.220212057338084983e-15
3.025000000000000000e+01  2.334326027273040117e-15  2.263878633187454678e-15  2.197456152138201092e-15
3.026000000000000156e+01  2.310358389865417401e-15  2.240655417433268327e-15  2.174933681615050068e-15
3.026999999999999957e+01  2.286637074898022522e-15  2.217670644318276942e-15  2.152642248983570274e-15
3.028000000000000114e+01  2.263159548279728224e-15  2.194921863310377715e-15  2.130579482091129938e-15
3.028999999999999915e+01  2.239923302017401834e-15  2.172406649087699663e-15  2.108743033164185257e-15
3.030000000000000071e+01  2.216925853946751446e-15  2.150122601278899174e-15  2.087130578557407646e-15
3.031000000000000227e+01  2.194164747466077082e-15  2.128067344206268639e-15  2.065739818505527815e-15
3.032000000000000028e+01  2.171637551272692540e-15  2.106238526631403355e-15  2.044568476877644250e-15
3.033000000000000185e+01  2.149341859102064476e-15  2.084633821503494552e-15  2.023614300934071438e-15
3.033999999999999986e+01  2.127275289469726306e-15  2.063250925710293890e-15  2.002875061085760559e-15
3.035000000000000142e+01  2.105435485415741309e-15  2.042087559831535660e-15  1.982348550656089128e-15
3.035999999999999943e+01  2.083820114251913329e-15  2.021141467895014283e-15  1.962032585645232588e-15
3.037000000000000099e+01  2.062426867311505671e-15  2.000410417135062317e-15  1.941925004496821615e-15
3.037999999999999901e+01  2.041253459701643296e-15  1.979892197753630921e-15  1.922023667867129703e-15
3.039000000000000057e+01  2.020297630058173113e-15  1.959584622683729787e-15  1.902326458396543315e-15
3.040000000000000213e+01  1.999557140303141710e-15  1.939485527355394601e-15  1.882831280483452257e-15
3.041000000000000014e+01  1.979029775404717766e-15  1.919592769464012001e-15  1.863536060060427755e-15
3.042000000000000171e+01  1.958713343139596610e-15  1.899904228741030845e-15  1.844438744372700845e-15
3.042999999999999972e+01  1.938605673857912967e-15  1.880417806727092520e-15  1.825537301758976578e-15
3.044000000000000128e+01  1.918704620250484789e-15  1.861131426547415817e-15  1.806829721434420363e-15
3.044999999999999929e+01  1.899008057118573941e-15  1.842043032689596109e-15  1.788314013275971441e-15
3.046000000000000085e+01  1.879513881145898303e-15  1.823150590783586528e-15  1.769988207609779186e-15
3.046999999999999886e+01  1.860220010673124834e-15  1.804452087384061491e-15  1.751850355000913495e-15
3.048000000000000043e+01  1.841124385474567111e-15  1.785945529754902274e-15  1.733898526045142981e-15
3.049000000000000199e+01  1.822224966537294809e-15  1.767628945656025094e-15  1.716130811162962406e-15
3.050000000000000000e+01  1.803519735842455539e-15  1.749500383132323942e-15  1.698545320395669570e-15
3.051000000000000156e+01  1.785006696148851655e-15  1.731557910304791458e-15  1.681140183203537617e-15
3.051999999999999957e+01  1.766683870778817757e-15  1.713799615163863796e-15  1.663913548266136786e-15
3.053000000000000114e+01  1.748549303406211569e-15  1.696223605364794449e-15  1.646863583284617473e-15
3.053999999999999915e+01  1.730601057846691712e-15  1.678828008025244171e-15  1.629988474786117488e-15
3.055000000000000071e+01  1.712837217850061316e-15  1.661610969524844443e-15  1.613286427930100261e-15
3.056000000000000227e+01  1.695255886894848441e-15  1.644570655306935818e-15  1.596755666316769708e-15
3.057000000000000028e+01  1.677855187984943852e-15  1.627705249682277834e-15  1.580394431797392968e-15
3.058000000000000185e+01  1.660633263448335578e-15  1.611012955634785111e-15  1.564200984286588391e-15
3.058999999999999986e+01  1.643588274737986226e-15  1.594491994629327905e-15  1.548173601576590399e-15
3.060000000000000142e+01  1.626718402234663110e-15  1.578140606421417632e-15  1.532310579153354973e-15
3.060999999999999943e+01  1.610021845051916654e-15  1.561957048868960798e-15  1.516610230014635898e-15
3.062000000000000099e+01  1.593496820842961124e-15  1.545939597745839927e-15  1.501070884489849167e-15
3.062999999999999901e+01  1.577141565609647228e-15  1.530086546557533293e-15  1.485690890061886657e-15
3.064000000000000057e+01  1.560954333513312009e-15  1.514396206358521433e-15  1.470468611190664114e-15
3.065000000000000213e+01  1.544933396687673067e-15  1.498866905571669751e-15  1.455402429138580556e-15
3.066000000000000014e+01  1.529077045053580743e-15  1.483496989809418202e-15  1.440490741797706450e-15
3.067000000000000171e+01  1.513383586135702432e-15  1.468284821696813565e-15  1.425731963518764396e-15
3.067999999999999972e+01  1.497851344881136635e-15  1.453228780696410324e-15  1.411124524941914905e-15
3.069000000000000128e+01  1.482478663479826801e-15  1.438327262934910597e-15  1.396666872829207477e-15
3.069999999999999929e+01  1.467263901186907881e-15  1.423578681031662620e-15  1.382357469898836582e-15
3.071000000000000085e+01  1.452205434146803562e-15  1.408981463928853900e-15  1.368194794661033743e-15
3.071999999999999886e+01  1.437301655219223659e-15  1.394534056723524271e-15  1.354177341255711484e-15
3.073000000000000043e+01  1.422550973806874341e-15  1.380234920501238520e-15  1.340303619291712407e-15
3.074000000000000199e+01  1.407951815685015650e-15  1.366082532171547153e-15  1.326572153687780356e-15
3.075000000000000000e+01  1.393502622832735795e-15  1.352075384305088795e-15  1.312981484515126464e-15
3.076000000000000156e+01  1.379201853265962116e-15  1.338211984972371866e-15  1.299530166841605453e-15
3.076999999999999957e+01  1.365047980872241070e-15  1.324490857584271837e-15  1.286216770577551508e-15
3.078000000000000114e+01  1.351039495247158258e-15  1.310910540734093189e-15  1.273039880323129749e-15
3.078999999999999915e+01  1.337174901532513472e-15  1.297469588041336503e-15  1.259998095217330697e-15
3.080000000000000071e+01  1.323452720256094367e-15  1.284166567997008153e-15  1.247090028788443668e-15
3.081000000000000227e+01  1.309871487173174386e-15  1.271000063810574196e-15  1.234314308806145348e-15
3.082000000000000028e+01  1.296429753109593932e-15  1.257968673258470680e-15  1.221669577135054276e-15
3.083000000000000185e+01  1.283126083806468953e-15  1.245071008534154789e-15  1.209154489589802896e-15
3.083999999999999986e+01  1.269959059766534843e-15  1.232305696099754032e-15  1.196767715791641183e-15
3.085000000000000142e+01  1.256927276102023097e-15  1.219671376539180143e-15  1.184507939026448386e-15
3.085999999999999943e+01  1.244029342384162030e-15  1.207166704412816170e-15  1.172373856104281666e-15
3.087000000000000099e+01  1.231263882494173379e-15  1.194790348113644417e-15  1.160364177220290061e-15
3.087999999999999901e+01  1.218629534475868911e-15  1.182540989724917203e-15  1.148477625817145623e-15
3.089000000000000057e+01  1.206124950389697346e-15  1.170417324879228830e-15  1.136712938448805756e-15
3.090000000000000213e+01  1.193748796168364474e-15  1.158418062619096255e-15  1.125068864645746199e-15
3.091000000000000014e+01  1.181499751473899842e-15  1.146541925258948856e-15  1.113544166781549452e-15
3.092000000000000171e+01  1.169376509556194072e-15  1.134787648248523563e-15  1.102137619940846508e-15
3.092999999999999972e+01  1.157377777113041529e-15  1.123153980037722137e-15  1.090848011788676755e-15
3.094000000000000128e+01  1.145502274151561323e-15  1.111639681942788408e-15  1.079674142441121881e-15
3.094999999999999929e+01  1.133748733851116944e-15  1.100243528013936433e-15  1.068614824337335484e-15
3.096000000000000085e+01  1.122115902427577567e-15  1.088964304904276327e-15  1.057668882112831694e-15
3.097000000000000242e+01  1.110602538999049578e-15  1.077800811740150571e-15  1.046835152474133006e-15
3.098000000000000043e+01  1.099207415452945630e-15  1.066751859992758936e-15  1.036112484074664516e-15
3.099000000000000199e+01  1.087929316314424135e-15  1.055816273351122686e-15  1.025499737391935371e-15
3.100000000000000000e+01  1.076767038616238460e-15  1.044992887596378607e-15  1.014995784606016137e-15
3.101000000000000156e+01  1.065719391769841785e-15  1.034280550477320027e-15  1.004599509479205749e-15
3.101999999999999957e+01  1.054785197437917440e-15  1.023678121587281073e-15  9.943098072370087765e-16
3.103000000000000114e+01  1.043963289408136109e-15  1.013184472242221764e-15  9.841255844502667824e-16
3.103999999999999915e+01  1.033252513468289012e-15  1.002798485360138394e-15  9.740457589185644841e-16
3.105000000000000071e+01  1.022651727282644412e-15  9.925190553416483375e-16  9.640692595547819327e-16
3.106000000000000227e+01  1.012159800269635122e-15  9.823450879518660099e-16  9.541950262708820477e-16
3.107000000000000028e+01  1.001775613480771911e-15  9.722755002034552301e-16  9.444220098648431831e-16
3.108000000000000185e+01  9.914980594808038913e-16  9.623092202408877435e-16  9.347491719087517143e-16
3.108999999999999986e+01  9.813260422291552930e-16  9.524451872259311872e-16  9.251754846380790991e-16
3.110000000000000142e+01  9.712584769625200817e-16  9.426823512242617731e-16  9.156999308420544690e-16
3.110999999999999943e+01  9.612942900787418312e-16  9.330196730932995089e-16  9.063215037552118349e-16
3.112000000000000099e+01  9.514324190218159471e-16  9.234561243711464432e-16  8.970392069500014662e-16
3.112999999999999901e+01  9.416718121681475605e-16  9.139906871667206267e-16  8.878520542305593174e-16
3.114000000000000057e+01  9.320114287139185588e-16  9.046223540509745600e-16  8.787590695275214980e-16
3.115000000000000213e+01  9.224502385636738027e-16  8.953501279492705057e-16  8.697592867939622784e-16
3.116000000000000014e+01  9.129872222200149021e-16  8.861730220348453166e-16  8.608517499023729964e-16
3.117000000000000171e+01  9.036213706744400116e-16  8.770900596233638911e-16  8.520355125427044486e-16
3.117999999999999972e+01  8.943516852993333890e-16  8.681002740685964603e-16  8.433096381214869626e-16
3.119000000000000128e+01  8.851771777410281015e-16  8.592027086591182381e-16  8.346731996619418712e-16
3.119999999999999929e+01  8.760968698140148482e-16  8.503964165161237330e-16  8.261252797051653443e-16
3.121000000000000085e+01  8.671097933961994739e-16  8.416804604922479406e-16  8.176649702122922817e-16
3.122000000000000242e+01  8.582149903252791869e-16  8.330539130714695587e-16  8.092913724676993325e-16
3.123000000000000043e+01  8.494115122961602700e-16  8.245158562700203941e-16  8.010035969831807783e-16
3.124000000000000199e+01  8.406984207594351335e-16  8.160653815383113150e-16  7.928007634031044763e-16
3.125000000000000000e+01  8.320747868209324158e-16  8.077015896638997959e-16  7.846820004105836590e-16
3.126000000000000156e+01  8.235396911422599644e-16  7.994235906754111956e-16  7.766464456345565147e-16
3.126999999999999957e+01  8.150922238424225410e-16  7.912305037474987672e-16  7.686932455578797506e-16
3.128000000000000114e+01  8.067314844003995708e-16  7.831214571067328478e-16  7.608215554263118929e-16
3.128999999999999915e+01  7.984565815587851907e-16  7.750955879385083696e-16  7.530305391584881834e-16
3.130000000000000071e+01  7.902666332283654654e-16  7.671520422948617297e-16  7.453193692567685500e-16
