# integral[ exp(-x*t) / t^n, x=1..inf ]
# x                       n=1                       n=2                       n=3
5.675999999999999801e+01  3.872077104334525489e-27  3.807212850354596691e-27  3.744453953127662029e-27
5.677000000000000313e+01  3.832885326280771685e-27  3.768688370552591197e-27  3.706574773620691527e-27
5.678000000000000114e+01  3.794090347248612865e-27  3.730553821170132622e-27  3.669078885953020602e-27
5.678999999999999915e+01  3.755688148636085993e-27  3.692805254344090824e-27  3.631962410593225984e-27
5.680000000000000426e+01  3.717674752552305259e-27  3.655438762193449263e-27  3.595221507288274083e-27
5.681000000000000227e+01  3.680046221404968600e-27  3.618450476414342754e-27  3.558852374665793649e-27
5.682000000000000028e+01  3.642798657491807406e-27  3.581836567878971675e-27  3.522851249840163193e-27
5.682999999999999829e+01  3.605928202596485944e-27  3.545593246238806615e-27  3.487214408022844373e-27
5.684000000000000341e+01  3.569431037588377960e-27  3.509716759531702492e-27  3.451938162136489235e-27
5.685000000000000142e+01  3.533303382026606457e-27  3.474203393793128764e-27  3.417018862433148487e-27
5.685999999999999943e+01  3.497541493767802097e-27  3.439049472671055123e-27  3.382452896116054185e-27
5.687000000000000455e+01  3.462141668578107553e-27  3.404251357045032207e-27  3.348236686965491965e-27
5.688000000000000256e+01  3.427100239749070528e-27  3.369805444649074155e-27  3.314366694968429921e-27
5.689000000000000057e+01  3.392413577717238167e-27  3.335708169698161494e-27  3.280839415951720462e-27
5.689999999999999858e+01  3.358078089687841025e-27  3.301956002518779764e-27  3.247651381219215212e-27
5.691000000000000369e+01  3.324090219262155475e-27  3.268545449183049768e-27  3.214799157192453259e-27
5.692000000000000171e+01  3.290446446068770557e-27  3.235473051146714919e-27  3.182279345055103882e-27
5.692999999999999972e+01  3.257143285398368256e-27  3.202735384890534746e-27  3.150088580400782807e-27
5.693999999999999773e+01  3.224177287842441583e-27  3.170329061565593968e-27  3.118223532884680710e-27
5.695000000000000284e+01  3.191545038935526801e-27  3.138250726642023110e-27  3.086680905878564520e-27
5.696000000000000085e+01  3.159243158801207719e-27  3.106497059561435592e-27  3.055457436129422009e-27
5.696999999999999886e+01  3.127268301801472700e-27  3.075064773392660485e-27  3.024549893421340002e-27
5.698000000000000398e+01  3.095617156189843746e-27  3.043950614491162322e-27  2.993955080240997521e-27
5.699000000000000199e+01  3.064286443768003931e-27  3.013151362161911562e-27  2.963669831446558291e-27
5.700000000000000000e+01  3.033272919545714061e-27  2.982663828325468927e-27  2.933691013939715059e-27
5.700999999999999801e+01  3.002573371404402747e-27  2.952484857187686846e-27  2.904015526341280704e-27
5.702000000000000313e+01  2.972184619764019872e-27  2.922611324912614016e-27  2.874640298669923637e-27
5.703000000000000114e+01  2.942103517253422492e-27  2.893040139298840930e-27  2.845562292024295017e-27
5.703999999999999915e+01  2.912326948383845479e-27  2.863768239458926905e-27  2.816778498268157476e-27
5.705000000000000426e+01  2.882851829225926843e-27  2.834792595502254097e-27  2.788285939718905664e-27
5.706000000000000227e+01  2.853675107089958060e-27  2.806110208221095742e-27  2.760081668839226778e-27
5.707000000000000028e+01  2.824793760209221286e-27  2.777718108779681618e-27  2.732162767931703051e-27
5.707999999999999829e+01  2.796204797426719831e-27  2.749613358406627337e-27  2.704526348836722121e-27
5.709000000000000341e+01  2.767905257884981168e-27  2.721793048090336090e-27  2.677169552633312136e-27
5.710000000000000142e+01  2.739892210719114006e-27  2.694254298277630781e-27  2.650089549343135505e-27
5.710999999999999943e+01  2.712162754752771813e-27  2.666994258575230555e-27  2.623283537637277526e-27
5.712000000000000455e+01  2.684714018197391926e-27  2.640010107454431512e-27  2.596748744546190435e-27
5.713000000000000256e+01  2.657543158354467384e-27  2.613299051958766344e-27  2.570482425172571874e-27
5.714000000000000057e+01  2.630647361320674269e-27  2.586858327414488273e-27  2.544481862406965430e-27
5.714999999999999858e+01  2.604023841696168807e-27  2.560685197144134339e-27  2.518744366646457746e-27
5.716000000000000369e+01  2.577669842295741060e-27  2.534776952182913358e-27  2.493267275516093033e-27
5.717000000000000171e+01  2.551582633862992725e-27  2.509130910998057719e-27  2.468047953593221295e-27
5.717999999999999972e+01  2.525759514787238795e-27  2.483744419210847025e-27  2.443083792134469605e-27
5.718999999999999773e+01  2.500197810823457003e-27  2.458614849321626784e-27  2.418372208805644583e-27
5.720000000000000284e+01  2.474894874814964715e-27  2.433739600437499310e-27  2.393910647414271919e-27
5.721000000000000085e+01  2.449848086419026665e-27  2.409116098002893080e-27  2.369696577644950865e-27
5.721999999999999886e+01  2.425054851835046996e-27  2.384741793532674433e-27  2.345727494797209095e-27
5.723000000000000398e+01  2.400512603535688201e-27  2.360614164348124825e-27  2.322000919526175763e-27
5.724000000000000199e+01  2.376218800000716430e-27  2.336730713315599249e-27  2.298514397585877259e-27
5.725000000000000000e+01  2.352170925453376218e-27  2.313088968587659905e-27  2.275265499574973058e-27
5.725999999999999801e+01  2.328366489599624673e-27  2.289686483347030947e-27  2.252251820685259913e-27
5.727000000000000313e+01  2.304803027369890771e-27  2.266520835553021307e-27  2.229470980452594251e-27
5.728000000000000114e+01  2.281478098663571795e-27  2.243589627690626530e-27  2.206920622510451628e-27
5.728999999999999915e+01  2.258389288095930398e-27  2.220890486522013672e-27  2.184598414345815419e-27
5.730000000000000426e+01  2.235534204747724136e-27  2.198421062840661174e-27  2.162502047057690721e-27
5.731000000000000227e+01  2.212910481917365499e-27  2.176179031227990852e-27  2.140629235118049376e-27
5.732000000000000028e+01  2.190515776875447785e-27  2.154162089812331290e-27  2.118977716135072330e-27
5.732999999999999829e+01  2.168347770621914466e-27  2.132367960030472710e-27  2.097545250618928934e-27
5.734000000000000341e+01  2.146404167645611260e-27  2.110794386391546074e-27  2.076329621749849987e-27
5.735000000000000142e+01  2.124682695686349333e-27  2.089439136243386410e-27  2.055328635148634420e-27
5.735999999999999943e+01  2.103181105499234960e-27  2.068299999541118122e-27  2.034540118649324157e-27
5.737000000000000455e+01  2.081897170621524680e-27  2.047374788618203715e-27  2.013961922074334854e-27
5.738000000000000256e+01  2.060828687141846631e-27  2.026661337959834332e-27  1.993591917011842359e-27
5.739000000000000057e+01  2.039973473471619137e-27  2.006157503978465142e-27  1.973427996595301821e-27
5.739999999999999858e+01  2.019329370118940951e-27  1.985861164791781507e-27  1.953468075285352383e-27
5.741000000000000369e+01  1.998894239464675509e-27  1.965770220002825075e-27  1.933710088653830853e-27
5.742000000000000171e+01  1.978665965540903897e-27  1.945882590482427953e-27  1.914151993170067637e-27
5.742999999999999972e+01  1.958642453811474959e-27  1.926196218153722870e-27  1.894791765989199104e-27
5.743999999999999773e+01  1.938821630954914082e-27  1.906709065778962856e-27  1.875627404742778708e-27
5.745000000000000284e+01  1.919201444649458897e-27  1.887419116748426235e-27  1.856656927331402034e-27
5.746000000000000085e+01  1.899779863360352486e-27  1.868324374871533558e-27  1.837878371719538051e-27
5.746999999999999886e+01  1.880554876129151586e-27  1.849422864169962677e-27  1.819289795732283885e-27
5.748000000000000398e+01  1.861524492365299838e-27  1.830712628672959986e-27  1.800889276854317542e-27
5.749000000000000199e+01  1.842686741639805349e-27  1.812191732214740546e-27  1.782674912030868155e-27
5.750000000000000000e+01  1.824039673480896310e-27  1.793858258233811030e-27  1.764644817470595748e-27
5.750999999999999801e+01  1.805581357171873856e-27  1.775710309574468374e-27  1.746797128450595062e-27
5.752000000000000313e+01  1.787309881550940808e-27  1.757746008290224459e-27  1.729129999123296723e-27
5.753000000000000114e+01  1.769223354813132247e-27  1.739963495449295663e-27  1.711641602325399178e-27
5.753999999999999915e+01  1.751319904314127984e-27  1.722360930941946339e-27  1.694330129388609018e-27
5.755000000000000426e+01  1.733597676376163264e-27  1.704936493289892135e-27  1.677193789952419247e-27
5.756000000000000227e+01  1.716054836095912852e-27  1.687688379457624324e-27  1.660230811778768036e-27
5.757000000000000028e+01  1.698689567154208243e-27  1.670614804665562240e-27  1.643439440568481087e-27
5.757999999999999829e+01  1.681500071627801446e-27  1.653714002205185909e-27  1.626817939779679140e-27
5.759000000000000341e+01  1.664484569802967262e-27  1.636984223255998223e-27  1.610364590447968011e-27
5.760000000000000142e+01  1.647641299991071419e-27  1.620423736704394485e-27  1.594077691008508759e-27
5.760999999999999943e+01  1.630968518345879643e-27  1.604030828964256575e-27  1.577955557119776041e-27
5.762000000000000455e+01  1.614464498682828625e-27  1.587803803799473668e-27  1.561996521489209497e-27
5.763000000000000256e+01  1.598127532300133164e-27  1.571740982148249998e-27  1.546198933700624898e-27
5.764000000000000057e+01  1.581955927801588686e-27  1.555840701949099724e-27  1.530561160043280668e-27
5.764999999999999858e+01  1.565948010921304987e-27  1.540101317968714034e-27  1.515081583342771963e-27
5.766000000000000369e+01  1.550102124350125313e-27  1.524521201631503694e-27  1.499758602793590350e-27
5.767000000000000171e+01  1.534416627563888595e-27  1.509098740850936890e-27  1.484590633793427456e-27
5.767999999999999972e+01  1.518889896653314243e-27  1.493832339862474850e-27  1.469576107779064940e-27
5.768999999999999773e+01  1.503520324155720947e-27  1.478720419058308131e-27  1.454713472064013283e-27
5.770000000000000284e+01  1.488306318888387410e-27  1.463761414823711324e-27  1.440001189677754644e-27
5.771000000000000085e+01  1.473246305783663858e-27  1.448953779375100127e-27  1.425437739206656521e-27
5.771999999999999886e+01  1.458338725725650512e-27  1.434295980599642443e-27  1.411021614636405177e-27
5.773000000000000398e+01  1.443582035388625759e-27  1.419786501896582605e-27  1.396751325196123494e-27
5.774000000000000199e+01  1.428974707077110516e-27  1.405423842020166450e-27  1.382625395204068686e-27
5.775000000000000000e+01  1.414515228567460066e-27  1.391206514924074316e-27  1.368642363914796507e-27
5.775999999999999801e+01  1.400202102951165801e-27  1.377133049607528964e-27  1.354800785367981556e-27
5.777000000000000313e+01  1.386033848479680673e-27  1.363201989962898346e-27  1.341099228238706399e-27
5.778000000000000114e+01  1.372008998410882981e-27  1.349411894624905477e-27  1.327536275689318897e-27
5.778999999999999915e+01  1.358126100856988181e-27  1.335761336821270744e-27  1.314110525222704558e-27
5.780000000000000426e+01  1.344383718634100098e-27  1.322248904224942669e-27  1.300820588537120978e-27
5.781000000000000227e+01  1.330780429113279047e-27  1.308873198807844860e-27  1.287665091382510630e-27
5.782000000000000028e+01  1.317314824073035905e-27  1.295632836695998522e-27  1.274642673418175571e-27
5.782999999999999829e+01  1.303985509553418606e-27  1.282526448026221953e-27  1.261751988071996140e-27
5.784000000000000341e+01  1.290791105711512752e-27  1.269552676804219409e-27  1.248991702401012299e-27
5.785000000000000142e+01  1.277730246678471500e-27  1.256710180764161408e-27  1.236360496953477748e-27
5.785999999999999943e+01  1.264801580417897523e-27  1.243997631229601661e-27  1.223857065632211575e-27
5.787000000000000455e+01  1.252003768585744182e-27  1.231413712975878080e-27  1.211480115559425200e-27
5.788000000000000256e+01  1.239335486391631024e-27  1.218957124093913390e-27  1.199228366942914823e-27
5.789000000000000057e+01  1.226795422461491771e-27  1.206626575855312547e-27  1.187100552943523075e-27
5.789999999999999858e+01  1.214382278701697610e-27  1.194420792578914281e-27  1.175095419544041516e-27
5.791000000000000369e+01  1.202094770164508504e-27  1.182338511498645384e-27  1.163211725419375151e-27
5.792000000000000171e+01  1.189931624914932170e-27  1.170378482632759871e-27  1.151448241808088969e-27
5.792999999999999972e+01  1.177891583898859247e-27  1.158539468654323313e-27  1.139803752385158020e-27
5.793999999999999773e+01  1.165973400812608645e-27  1.146820244763090299e-27  1.128277053136094313e-27
5.795000000000000284e+01  1.154175841973746925e-27  1.135219598558631189e-27  1.116866952232300580e-27
5.796000000000000085e+01  1.142497686193270513e-27  1.123736329914791375e-27  1.105572269907732514e-27
5.796999999999999886e+01  1.130937724648996829e-27  1.112369250855342791e-27  1.094391838336730830e-27
5.798000000000000398e+01  1.119494760760312157e-27  1.101117185430968473e-27  1.083324501513161630e-27
5.799000000000000199e+01  1.108167610064193184e-27  1.089978969597490844e-27  1.072369115130781117e-27
5.800000000000000000e+01  1.096955100092402492e-27  1.078953451095260495e-27  1.061524546464741259e-27
5.800999999999999801e+01  1.085856070250021590e-27  1.068039489329854525e-27  1.050789674254373438e-27
5.802000000000000313e+01  1.074869371695156635e-27  1.057235955253925149e-27  1.040163388587113045e-27
5.803000000000000114e+01  1.063993867219914605e-27  1.046541731250295089e-27  1.029644590783641075e-27
5.803999999999999915e+01  1.053228431132505719e-27  1.035955711016170946e-27  1.019232193284123985e-27
5.805000000000000426e+01  1.042571949140614148e-27  1.025476799448577525e-27  1.008925119535657814e-27
5.806000000000000227e+01  1.032023318235945908e-27  1.015103912530972561e-27  9.987223038808679560e-28
5.807000000000000028e+01  1.021581446579878781e-27  1.004835977220929045e-27  9.886226914475578737e-28
5.807999999999999829e+01  1.011245253390349143e-27  9.946719313390397339e-28  9.786252380395545382e-28
5.809000000000000341e+01  1.001013668829840104e-27  9.846107234588923159e-28  9.687289100286169739e-28
5.810000000000000142e+01  9.908856338945434173e-28  9.746513127982143881e-28  9.589326842474791154e-28
5.810999999999999943e+01  9.808601003045767786e-28  9.647926691110340125e-28  9.492355478839041104e-28
5.812000000000000455e+01  9.709360303953802824e-28  9.550337725810176301e-28  9.396364983758792117e-28
5.813000000000000256e+01  9.611123970102041395e-28  9.453736137158662353e-28  9.301345433078667781e-28
5.814000000000000057e+01  9.513881833936334908e-28  9.358111932427326828e-28  9.207287003080491429e-28
5.814999999999999858e+01  9.417623830862547074e-28  9.263455220047654135e-28  9.114179969466780201e-28
5.816000000000000369e+01  9.322339998203485624e-28  9.169756208586539412e-28  9.022014706354129351e-28
5.817000000000000171e+01  9.228020474166852493e-28  9.077005205732575313e-28  8.930781685277231181e-28
5.817999999999999972e+01  9.134655496822899505e-28  8.985192617291916958e-28  8.840471474202265860e-28
5.818999999999999773e+01  9.042235403093190422e-28  8.894308946194977006e-28  8.751074736550966319e-28
5.820000000000000284e+01  8.950750627749181486e-28  8.804344791512831620e-28  8.662582230234191361e-28
5.821000000000000085e+01  8.860191702421320013e-28  8.715290847483900524e-28  8.574984806695634738e-28
5.821999999999999886e+01  8.770549254617568659e-28  8.627137902549907471e-28  8.488273409964599412e-28
5.823000000000000398e+01  8.681814006752424425e-28  8.539876838402165027e-28  8.402439075718909587e-28
5.824000000000000199e+01  8.593976775185806374e-28  8.453498629037496705e-28  8.317472930357399099e-28
5.825000000000000000e+01  8.507028469271082061e-28  8.367994339823202735e-28  8.233366190081077548e-28
5.825999999999999801e+01  8.420960090413393176e-28  8.283355126572047033e-28  8.150110159984373225e-28
5.827000000000000313e+01  8.335762731137119887e-28  8.199572234626330859e-28  8.067696233155111164e-28
5.828000000000000114e+01  8.251427574163197772e-28  8.116636997951521305e-28  7.986115889783998513e-28
5.828999999999999915e+01  8.167945891495150156e-28  8.034540838238562018e-28  7.905360696282551763e-28
5.830000000000000426e+01  8.085309043514917430e-28  7.953275264015685836e-28  7.825422304410451470e-28
5.831000000000000227e+01  8.003508478087891437e-28  7.872831869769352683e-28  7.746292450411748701e-28
5.832000000000000028e+01  7.922535729676405193e-28  7.793202335073433831e-28  7.667962954159281965e-28
5.832999999999999829e+01  7.842382418462892228e-28  7.714378423727954577e-28  7.590425718308401456e-28
5.834000000000000341e+01  7.763040249481496775e-28  7.636351982906045619e-28  7.513672727458795271e-28
5.835000000000000142e+01  7.684501011758857635e-28  7.559114942310004446e-28  7.437696047325248954e-28
5.835999999999999943e+01  7.606756577463065767e-28  7.482659313335287398e-28  7.362487823916203896e-28
5.837000000000000455e+01  7.529798901061670004e-28  7.406977188243462863e-28  7.288040282721140535e-28
5.838000000000000256e+01  7.453620018488286067e-28  7.332060739343565092e-28  7.214345727906143363e-28
5.839000000000000057e+01  7.378212046317121010e-28  7.257902218181248650e-28  7.141396541517218125e-28
5.839999999999999858e+01  7.303567180946412167e-28  7.184493954736697730e-28  7.069185182692115469e-28
5.841000000000000369e+01  7.229677697789834445e-28  7.111828356630277808e-28  6.997704186879874516e-28
5.842000000000000171e+01  7.156535950476353064e-28  7.039897908336668636e-28  6.926946165068562570e-28
5.842999999999999972e+01  7.084134370057766639e-28  6.968695170406314468e-28  6.856903803020325786e-28
5.843999999999999773e+01  7.012465464224680459e-28  6.898212778695352038e-28  6.787569860514680831e-28
5.845000000000000284e+01  6.941521816530220323e-28  6.828443443603012727e-28  6.718937170599197322e-28
5.846000000000000085e+01  6.871296085621840272e-28  6.759379949317033427e-28  6.650998638848027531e-28
5.846999999999999886e+01  6.801781004480431425e-28  6.691015153066222326e-28  6.583747242627469948e-28
5.848000000000000398e+01  6.732969379667621573e-28  6.623341984381063886e-28  6.517176030369415083e-28
5.849000000000000199e+01  6.664854090580655680e-28  6.556353444361775589e-28  6.451278120852146178e-28
5.850000000000000000e+01  6.597428088714408887e-28  6.490042604953340233e-28  6.386046702487963014e-28
5.850999999999999801e+01  6.530684396931352613e-28  6.424402608228415099e-28  6.321475032618539991e-28
5.852000000000000313e+01  6.464616108738627143e-28  6.359426665677162859e-28  6.257556436817098319e-28
5.853000000000000114e+01  6.399216387572751626e-28  6.295108057504556668e-28  6.194284308197939413e-28
5.853999999999999915e+01  6.334478466091053140e-28  6.231440131934396252e-28  6.131652106732501823e-28
5.855000000000000426e+01  6.270395645470755581e-28  6.168416304520715665e-28  6.069653358572781155e-28
5.856000000000000227e+01  6.206961294715128411e-28  6.106030057466206971e-28  6.008281655381538103e-28
5.857000000000000028e+01  6.144168849966265680e-28  6.044274938947135171e-28  5.947530653668951112e-28
5.857999999999999829e+01  6.082011813825298870e-28  5.983144562445523756e-28  5.887394074136409603e-28
5.859000000000000341e+01  6.020483754679181730e-28  5.922632606087863794e-28  5.827865701026654975e-28
5.860000000000000142e+01  5.959578306034614774e-28  5.862732811990743875e-28  5.768939381480802983e-28
5.860999999999999943e+01  5.899289165858244010e-28  5.803438985612719298e-28  5.710609024901430502e-28
5.862000000000000455e+01  5.839610095923951812e-28  5.744744995113106595e-28  5.652868602322498815e-28
5.863000000000000256e+01  5.780534921166743981e-28  5.686644770717246894e-28  5.595712145785632757e-28
5.864000000000000057e+01  5.722057529042816870e-28  5.629132304087891051e-28  5.539133747722378127e-28
5.864999999999999858e+01  5.664171868896523829e-28  5.572201647703293976e-28  5.483127560343100138e-28
5.866000000000000369e+01  5.606871951333499290e-28  5.515846914241402023e-28  5.427687795031843099e-28
5.867000000000000171e+01  5.550151847600379053e-28  5.460062275970509235e-28  5.372808721747509173e-28
5.867999999999999972e+01  5.494005688970418119e-28  5.404841964145673917e-28  5.318484668430784918e-28
5.868999999999999773e+01  5.438427666135699347e-28  5.350180268411674919e-28  5.264710020417403050e-28
5.870000000000000284e+01  5.383412028605302439e-28  5.296071536211734528e-28  5.211479219857111634e-28
5.871000000000000085e+01  5.328953084109762410e-28  5.242510172202505732e-28  5.158786765138808092e-28
5.871999999999999886e+01  5.275045198011214860e-28  5.189490637674575890e-28  5.106627210321043435e-28
5.873000000000000398e+01  5.221682792719827132e-28  5.137007449979180959e-28  5.054995164568688625e-28
5.874000000000000199e+01  5.168860347116173668e-28  5.085055181960749115e-28  5.003885291595290423e-28
5.875000000000000000e+01  5.116572395979088316e-28  5.033628461394805640e-28  4.953292309110696135e-28
5.875999999999999801e+01  5.064813529419713732e-28  4.982721970432009436e-28  4.903210988274716701e-28
5.877000000000000313e+01  5.013578392321065400e-28  4.932330445047547210e-28  4.853636153156033577e-28
5.878000000000000114e+01  4.962861683783460927e-28  4.882448674496331947e-28  4.804562680196832760e-28
5.878999999999999915e+01  4.912658156575234365e-28  4.833071500773372516e-28  4.755985497682497849e-28
5.880000000000000426e+01  4.862962616589340913e-28  4.784193818079916167e-28  4.707899585216992601e-28
5.881000000000000227e+01  4.813769922305422427e-28  4.735810572295015077e-28  4.660299973203539267e-28
5.882000000000000028e+01  4.765074984257070966e-28  4.687916760452099888e-28  4.613181742330264484e-28
5.882999999999999829e+01  4.716872764504792588e-28  4.640507430221237371e-28  4.566540023061381296e-28
5.884000000000000341e+01  4.669158276114105511e-28  4.593577679396392401e-28  4.520369995133318104e-28
5.885000000000000142e+01  4.621926582639156469e-28  4.547122655388107694e-28  4.474666887056172095e-28
5.885999999999999943e+01  4.575172797611196106e-28  4.501137554720970820e-28  4.429425975619838750e-28
5.887000000000000455e+01  4.528892084032564491e-28  4.455617622536481042e-28  4.384642585405476600e-28
5.888000000000000256e+01  4.483079653875794855e-28  4.410558152100951859e-28  4.340312088301891102e-28
5.889000000000000057e+01  4.437730767587484874e-28  4.365954484318086935e-28  4.296429903026539879e-28
5.889999999999999858e+01  4.392840733597539983e-28  4.321802007246835673e-28  4.252991494651694746e-28
5.891000000000000369e+01  4.348404907833172568e-28  4.278096155623925764e-28  4.209992374135228690e-28
5.892000000000000171e+01  4.304418693238022074e-28  4.234832410391431437e-28  4.167428097856317483e-28
5.892999999999999972e+01  4.260877539295858815e-28  4.192006298228791791e-28  4.125294267155546530e-28
5.893999999999999773e+01  4.217776941559373712e-28  4.149613391089913259e-28  4.083586527879990645e-28
5.895000000000000284e+01  4.175112441183595677e-28  4.107649305744737393e-28  4.042300569932688299e-28
5.896000000000000085e+01  4.132879624464203899e-28  4.066109703325670368e-28  4.001432126826874457e-28
5.896999999999999886e+01  4.091074122380227439e-28  4.024990288878267960e-28  3.960976975244446894e-28
5.898000000000000398e+01  4.049691610141611014e-28  3.984286810916767877e-28  3.920930934599123404e-28
5.899000000000000199e+01  4.008727806741423236e-28  3.943995060984108956e-28  3.881289866604067451e-28
5.900000000000000000e+01  3.968178474512269645e-28  3.904110873216150202e-28  3.842049674843594863e-28
5.900999999999999801e+01  3.928039418687542792e-28  3.864630123910581162e-28  3.803206304349522514e-28
5.902000000000000313e+01  3.888306486966925104e-28  3.825548731100042916e-28  3.764755741181643785e-28
5.903000000000000114e+01  3.848975569086445848e-28  3.786862654129722461e-28  3.726694012012587272e-28
5.903999999999999915e+01  3.810042596392647830e-28  3.748567893238950998e-28  3.689017183716631428e-28
5.905000000000000426e+01  3.771503541421292506e-28  3.710660489147312380e-28  3.651721362962918605e-28
5.906000000000000227e+01  3.733354417480330414e-28  3.673136522644895373e-28  3.614802695812783307e-28
5.907000000000000028e+01  3.695591278236871488e-28  3.635992114186499143e-28  3.578257367320915293e-28
5.907999999999999829e+01  3.658210217308590631e-28  3.599223423490186579e-28  3.542081601140846752e-28
5.909000000000000341e+01  3.621207367859127340e-28  3.562826649139738838e-28  3.506271659134224557e-28
5.910000000000000142e+01  3.584578902197717468e-28  3.526798028191336647e-28  3.470823840984263532e-28
5.910999999999999943e+01  3.548321031382647285e-28  3.491133835783906058e-28  3.435734483812798719e-28
5.912000000000000455e+01  3.512430004828942818e-28  3.455830384753686042e-28  3.400999961801464851e-28
5.913000000000000256e+01  3.476902109920030363e-28  3.420884025252674418e-28  3.366616685816717849e-28
5.914000000000000057e+01  3.441733671623111671e-28  3.386291144370726582e-28  3.332581103038422570e-28
5.914999999999999858e+01  3.406921052108677559e-28  3.352048165761711497e-28  3.298889696592431009e-28
5.916000000000000369e+01  3.372460650373734400e-28  3.318151549273327651e-28  3.265538985186757231e-28
5.917000000000000171e+01  3.338348901868992370e-28  3.284597790580800501e-28  3.232525522751574158e-28
5.917999999999999972e+01  3.304582278129572851e-28  3.251383420824045268e-28  3.199845898082603065e-28
5.918999999999999773e+01  3.271157286409724677e-28  3.218505006248751130e-28  3.167496734488361241e-28
5.920000000000000284e+01  3.238070469321072545e-28  3.185959147850956776e-28  3.135474689440848997e-28
5.921000000000000085e+01  3.205318404474684581e-28  3.153742481025360364e-28  3.103776454229876018e-28
5.921999999999999886e+01  3.172897704126526788e-28  3.121851675216960311e-28  3.072398753620708228e-28
5.923000000000000398e+01  3.140805014826715576e-28  3.090283433576431830e-28  3.041338345515342339e-28
5.924000000000000199e+01  3.109037017072331154e-28  3.059034492618997525e-28  3.010592020617230506e-28
5.925000000000000000e+01  3.077590424963535306e-28  3.028101621886541821e-28  2.980156602099189185e-28
5.925999999999999801e+01  3.046461985863393961e-28  2.997481623613370558e-28  2.950028945274907866e-28
5.927000000000000313e+01  3.015648480061027920e-28  2.967171332395226546e-28  2.920205937273621378e-28
5.928000000000000114e+01  2.985146720438287664e-28  2.937167614861790185e-28  2.890684496718234999e-28
5.928999999999999915e+01  2.954953552139601611e-28  2.907467369352274617e-28  2.861461573406471880e-28
5.930000000000000426e+01  2.925065852245355643e-28  2.878067525594487570e-28  2.832534147995459817e-28
5.931000000000000227e+01  2.895480529448578789e-28  2.848965044387176950e-28  2.803899231689488773e-28
5.932000000000000028e+01  2.866194523734722995e-28  2.820156917285360191e-28  2.775553865930756638e-28
5.932999999999999829e+01  2.837204806064881324e-28  2.791640166289087571e-28  2.747495122093456579e-28
5.934000000000000341e+01  2.808508378062105172e-28  2.763411843535203631e-28  2.719720101180808692e-28
5.935000000000000142e+01  2.780102271701016876e-28  2.735469030992369030e-28  2.692225933525321588e-28
5.935999999999999943e+01  2.751983549000350040e-28  2.707808840158962116e-28  2.665009778491854330e-28
5.937000000000000455e+01  2.724149301718809466e-28  2.680428411764227030e-28  2.638068824183885895e-28
5.938000000000000256e+01  2.696596651053987053e-28  2.653324915472427990e-28  2.611400287152734302e-28
5.939000000000000057e+01  2.669322747344169964e-28  2.626495549589847418e-28  2.585001412109568484e-28
5.939999999999999858e+01  2.642324769773350483e-28  2.599937540774930160e-28  2.558869471640508389e-28
5.941000000000000369e+01  2.615599926079110666e-28  2.573648143751256753e-28  2.533001765924511535e-28
5.942000000000000171e+01  2.589145452263588502e-28  2.547624641023519729e-28  2.507395622454209696e-28
5.942999999999999972e+01  2.562958612307173129e-28  2.521864342596207462e-28  2.482048395759406931e-28
5.943999999999999773e+01  2.537036697885285152e-28  2.496364585695317498e-28  2.456957467133534912e-28
5.945000000000000284e+01  2.511377028087931756e-28  2.471122734492761280e-28  2.432120244362794711e-28
5.946000000000000085e+01  2.485976949142181446e-28  2.446136179833696136e-28  2.407534161458126744e-28
5.946999999999999886e+01  2.460833834137306420e-28  2.421402338966412322e-28  2.383196678389727714e-28
5.948000000000000398e+01  2.435945082752834257e-28  2.396918655275132994e-28  2.359105280824411406e-28
5.949000000000000199e+01  2.411308120989379779e-28  2.372682598015507343e-28  2.335257479865624100e-28
5.950000000000000000e+01  2.386920400902031991e-28  2.348691662052633254e-28  2.311650811795939277e-28
5.950999999999999801e+01  2.362779400336617154e-28  2.324943367601904979e-28  2.288282837822328908e-28
5.952000000000000313e+01  2.338882622668537552e-28  2.301435259972376426e-28  2.265151143823917179e-28
5.953000000000000114e+01  2.315227596544339328e-28  2.278164909312827035e-28  2.242253340102372685e-28
5.953999999999999915e+01  2.291811875625752423e-28  2.255129910360232523e-28  2.219587061134684408e-28
5.955000000000000426e+01  2.268633038336457783e-28  2.232327882190931043e-28  2.197149965328560918e-28
5.956000000000000227e+01  2.245688687611421747e-28  2.209756467974311236e-28  2.174939734780331292e-28
5.957000000000000028e+01  2.222976450648622278e-28  2.187413334728839668e-28  2.152954075035136534e-28
5.957999999999999829e+01  2.200493978663453584e-28  2.165296173080729432e-28  2.131190714849702974e-28
5.959000000000000341e+01  2.178238946645527518e-28  2.143402697024953512e-28  2.109647405957443390e-28
5.960000000000000142e+01  2.156209053118015701e-28  2.121730643688765697e-28  2.088321922836008723e-28
5.960999999999999943e+01  2.134402019899289775e-28  2.100277773097468490e-28  2.067212062477045546e-28
5.962000000000000455e+01  2.112815591867111792e-28  2.079041867942689019e-28  2.046315644158424753e-28
5.963000000000000256e+01  2.091447536725200314e-28  2.058020733352996564e-28  2.025630509218769272e-28
5.964000000000000057e+01  2.070295644772039031e-28  2.037212196666714189e-28  2.005154520834137760e-28
5.964999999999999858e+01  2.049357728672175440e-28  2.016614107207178938e-28  1.984885563797105530e-28
