  0.12458834E+002  0.93684071E-021
  0.13049020E+002  0.54432256E-021
  0.13667164E+002  0.30823107E-021
  0.14314589E+002  0.16990135E-021
  0.14992684E+002  0.91046524E-022
  0.15702901E+002  0.47369145E-022
  0.16446762E+002  0.23893809E-022
  0.17225860E+002  0.11667992E-022
  0.18041864E+002  0.55075796E-023
  0.18896523E+002  0.25088856E-023
  0.19791669E+002  0.11010949E-023
  0.20729218E+002  0.46475720E-024
  0.21711179E+002  0.18831393E-024
  0.22739658E+002  0.73106009E-025
  0.23816856E+002  0.27136737E-025
  0.24945081E+002  0.96111189E-026
  0.26126752E+002  0.32406808E-026
  0.27364400E+002  0.10378461E-026
  0.28660676E+002  0.31492317E-027
  0.30018358E+002  0.90311182E-028
  0.31440355E+002  0.24410770E-028
  0.32929713E+002  0.62016490E-029
  0.34489623E+002  0.14765348E-029
  0.36123427E+002  0.32843969E-030
  0.37834626E+002  0.68036884E-031
  0.39626886E+002  0.13081128E-031
  0.41504048E+002  0.23260750E-032
  0.43470132E+002  0.38112991E-033
  0.45529351E+002  0.57320518E-034
  0.47686117E+002  0.78808338E-035
  0.49945051E+002  0.98630885E-036
  0.52310993E+002  0.11186614E-036
  0.54789012E+002  0.11444689E-037
  0.57384416E+002  0.10510119E-038
  0.60102768E+002  0.86196148E-040
  0.62949890E+002  0.62793921E-041
  0.65931883E+002  0.40407280E-042
  0.69055135E+002  0.22832907E-043
  0.72326339E+002  0.11260268E-044
  0.75752503E+002  0.48152837E-046
  0.79340967E+002  0.17735676E-047
  0.83099419E+002  0.55866884E-049
  0.87035914E+002  0.14939105E-050
  0.91158883E+002  0.33650255E-052
  0.95477161E+002  0.63331000E-054
  0.10000000E+003  0.98744270E-056
