  0.10000000E-001  0.88228466E-016
  0.10473709E-001  0.88190024E-016
  0.10969858E-001  0.88149778E-016
  0.11489510E-001  0.88107645E-016
  0.12033778E-001  0.88063538E-016
  0.12603829E-001  0.88017366E-016
  0.13200884E-001  0.87969032E-016
  0.13826222E-001  0.87918437E-016
  0.14481182E-001  0.87865477E-016
  0.15167169E-001  0.87810041E-016
  0.15885651E-001  0.87752018E-016
  0.16638169E-001  0.87691287E-016
  0.17426334E-001  0.87627724E-016
  0.18251835E-001  0.87561199E-016
  0.19116441E-001  0.87491577E-016
  0.20022004E-001  0.87418717E-016
  0.20970464E-001  0.87342470E-016
  0.21963854E-001  0.87262683E-016
  0.23004301E-001  0.87179194E-016
  0.24094036E-001  0.87091836E-016
  0.25235392E-001  0.87000433E-016
  0.26430815E-001  0.86904804E-016
  0.27682866E-001  0.86804757E-016
  0.28994229E-001  0.86700094E-016
  0.30367711E-001  0.86590608E-016
  0.31806257E-001  0.86476085E-016
  0.33312948E-001  0.86356299E-016
  0.34891012E-001  0.86231016E-016
  0.36543831E-001  0.86099993E-016
  0.38274945E-001  0.85962977E-016
  0.40088063E-001  0.85819705E-016
  0.41987071E-001  0.85669901E-016
  0.43976036E-001  0.85513282E-016
  0.46059220E-001  0.85349550E-016
  0.48241087E-001  0.85178398E-016
  0.50526311E-001  0.84999507E-016
  0.52919787E-001  0.84812544E-016
  0.55426645E-001  0.84617165E-016
  0.58052255E-001  0.84413014E-016
  0.60802243E-001  0.84199720E-016
  0.63682499E-001  0.83976900E-016
  0.66699197E-001  0.83744157E-016
  0.69858797E-001  0.83501080E-016
  0.73168071E-001  0.83247245E-016
  0.76634109E-001  0.82982212E-016
  0.80264335E-001  0.82705530E-016
  0.84066529E-001  0.82416730E-016
  0.88048836E-001  0.82115330E-016
  0.92219788E-001  0.81800835E-016
  0.96588322E-001  0.81472733E-016
  0.10116380E+000  0.81130499E-016
  0.10595602E+000  0.80773595E-016
  0.11097525E+000  0.80401467E-016
  0.11623225E+000  0.80013550E-016
  0.12173827E+000  0.79609262E-016
  0.12750512E+000  0.79188014E-016
  0.13354516E+000  0.78749200E-016
  0.13987131E+000  0.78292206E-016
  0.14649714E+000  0.77816406E-016
  0.15343684E+000  0.77321168E-016
  0.16070528E+000  0.76805849E-016
  0.16831804E+000  0.76269801E-016
  0.17629141E+000  0.75712370E-016
  0.18464249E+000  0.75132901E-016
  0.19338918E+000  0.74530737E-016
  0.20255019E+000  0.73905221E-016
  0.21214518E+000  0.73255702E-016
  0.22219469E+000  0.72581535E-016
  0.23272025E+000  0.71882082E-016
  0.24374442E+000  0.71156722E-016
  0.25529081E+000  0.70404847E-016
  0.26738416E+000  0.69625872E-016
  0.28005039E+000  0.68819236E-016
  0.29331663E+000  0.67984406E-016
  0.30721130E+000  0.67120886E-016
  0.32176418E+000  0.66228217E-016
  0.33700643E+000  0.65305988E-016
  0.35297073E+000  0.64353839E-016
  0.36969127E+000  0.63371465E-016
  0.38720388E+000  0.62358631E-016
  0.40554607E+000  0.61315169E-016
  0.42475716E+000  0.60240993E-016
  0.44487828E+000  0.59136104E-016
  0.46595257E+000  0.58000597E-016
  0.48802516E+000  0.56834669E-016
  0.51114335E+000  0.55638632E-016
  0.53535667E+000  0.54412914E-016
  0.56071699E+000  0.53158075E-016
  0.58727866E+000  0.51874809E-016
  0.61509858E+000  0.50563955E-016
  0.64423635E+000  0.49226506E-016
  0.67475441E+000  0.47863615E-016
  0.70671813E+000  0.46476601E-016
  0.74019600E+000  0.45066958E-016
  0.77525975E+000  0.43636357E-016
  0.81198450E+000  0.42186654E-016
  0.85044893E+000  0.40719889E-016
  0.89073546E+000  0.39238289E-016
  0.93293040E+000  0.37744270E-016
  0.97712415E+000  0.36240433E-016
  0.10234114E+001  0.34729559E-016
  0.10718913E+001  0.33214603E-016
  0.11226678E+001  0.31698688E-016
  0.11758496E+001  0.30185089E-016
  0.12315506E+001  0.28677221E-016
  0.12898903E+001  0.27178620E-016
  0.13509935E+001  0.25692924E-016
  0.14149913E+001  0.24223849E-016
  0.14820207E+001  0.22775163E-016
  0.15522254E+001  0.21350653E-016
  0.16257557E+001  0.19954096E-016
  0.17027692E+001  0.18589223E-016
  0.17834309E+001  0.17259682E-016
  0.18679136E+001  0.15968997E-016
  0.19563983E+001  0.14720531E-016
  0.20490747E+001  0.13517443E-016
  0.21461412E+001  0.12362649E-016
  0.22478058E+001  0.11258780E-016
  0.23542864E+001  0.10208147E-016
  0.24658111E+001  0.92127046E-017
  0.25826188E+001  0.82740193E-017
  0.27049597E+001  0.73932447E-017
  0.28330961E+001  0.65711000E-017
  0.29673024E+001  0.58078558E-017
  0.31078662E+001  0.51033274E-017
  0.32550886E+001  0.44568763E-017
  0.34092851E+001  0.38674191E-017
  0.35707860E+001  0.33334459E-017
  0.37399373E+001  0.28530464E-017
  0.39171015E+001  0.24239448E-017
  0.41026581E+001  0.20435412E-017
  0.42970047E+001  0.17089606E-017
  0.45005577E+001  0.14171058E-017
  0.47137531E+001  0.11647154E-017
  0.49370479E+001  0.94842329E-018
  0.51709202E+001  0.76481832E-018
  0.54158714E+001  0.61050304E-018
  0.56724261E+001  0.48214888E-018
  0.59411340E+001  0.37654655E-018
  0.62225708E+001  0.29064999E-018
  0.65173396E+001  0.22161297E-018
  0.68260718E+001  0.16681724E-018
  0.71494290E+001  0.12389201E-018
  0.74881039E+001  0.90724676E-019
  0.78428221E+001  0.65463232E-019
  0.82143436E+001  0.46511000E-019
  0.86034644E+001  0.32514875E-019
  0.90110183E+001  0.22348253E-019
  0.94378783E+001  0.15090070E-019
  0.98849590E+001  0.10001375E-019
  0.10353218E+002  0.65007918E-020
  0.10843660E+002  0.41400921E-020
  0.11357334E+002  0.25808996E-020
  0.11895341E+002  0.15732940E-020
