141508465989383.44 0.124778549935682
186738789742027.12 0.12599052873262992
246422324484835.1 0.126368026408789
325184595696088.3 0.12731188459114304
429129813456509.6 0.1294093247309106
566281007094381.8 0.12950861394323943
747266139383083.1 0.12960797933514573
986094670442347.8 0.12970742096507829
1301253526457879.5 0.1298069388915307
1717138111454859 0.12990653317304132
2265940674786859 0.13000620386819356
2990142206618029 0.13010595103561584
3945800750780693 0.13020577473398126
5206890672424272 0.13030567502200824
6871028768803040 0.1304056519584602
9067030462488676 0.13050570560214544
11964880976916566 0.13060583601191764
15788893329965200 0.13070604324667556
20835071662306264 0.130806327365363
27494023938306910 0.13090668842696912
36281197615833860 0.13100712649052842
47876778728091736 0.13110764161512048
63178342833377670 0.13120823385987035
83370333368518530 0.13130890328394854
110015745495397620 0.13140964994657062
145177112383703040 0.13151047390699794
191576159077629920 0.13161137522453722
252804482223999000 0.13171235395854056
333601563682286000 0.1318134101684057
440221638130047200 0.13191454391357602
580917812670890100 0.13201575525354028
766580912541688400 0.13211704424783316
1011582503850978600 0.1322184109560349
1334887348948654600 0.1323198554377713
1761521405915554600 0.13242137775271418
2324509005155078700 0.13252297796058102
3067429153515539500 0.13262465612113497
4047788840985478700 0.13272641229418528
5341501551966706000 0.13312409228418132
7049269338396980000 0.13836157052568115
9302425940484665000 0.13970548171775685
12275571812203637000 0.1401240726644387
16200360505374927000 0.1459613242468591
21378695428268077000 0.14803629218654107
28213823530937350000 0.1538604585412247
37234445729185464000 0.16026993685579305
49139421936315924000 0.16731825600503622
64852422624218440000 0.1766304975433695
85591171722671870000 0.18770969983609745
112965844902480670000 0.202614852515958
149109384578255750000 0.22763959245124615
178154761863414680000 0.4377300414550432
195616491971785260000 0.6970394371931239
1.3640461604932777e+22 0.9320819916887813
1.7999264446266382e+22 0.9163416822347139
2.3751884110523967e+22 0.9170447447384577
3.134305851685978e+22 0.9177483466664076
4.1360395353059045e+22 0.918452488432436
5.4579303511210464e+22 0.9191571704507335
7.202301492382939e+22 0.9198623931358079
9.504178956136163e+22 0.920568156902486
1.2541743458780779e+23 0.9212744621659118
1.655012281563969e+23 0.9219813093415483
2.1839592406986187e+23 0.9226886988451777
2.8819592568373896e+23 0.9233966310929004
3.803042201196901e+23 0.9241051065011363
5.018506056173795e+23 0.9248141254866252
6.457558792263947e+23 0.925459160250913
