#table for dust cooling
#dust/gas mass ratio = 0.009
#metallicity Z = 1
#redshift = 3
#ngas = 1d-6, 1d6 cm-3
#Tgas = 10,1e8 K
#power-law exponent = -3.5
#dust size = 5d-7, 2.5d-5 cm
#dust type = C
#dust bins = 20
#radiation energy = 2d-3, 1.2d3 eV
#radiation bins = 100
#flux: HM2012
#columns: ngas (cm-3), Tgas (K), cool (erg/cm3/s)

          30 ,          30
 -0.20689655E+000  0.51034483E+001 -0.25188120E+002
 -0.20689655E+000  0.53448276E+001 -0.24825906E+002
 -0.20689655E+000  0.55862069E+001 -0.24463751E+002
 -0.20689655E+000  0.58275862E+001 -0.24101631E+002
 -0.20689655E+000  0.60689655E+001 -0.23739531E+002
 -0.20689655E+000  0.63103448E+001 -0.23377444E+002
 -0.20689655E+000  0.65517241E+001 -0.23015364E+002
 -0.20689655E+000  0.67931034E+001 -0.22653289E+002
 -0.20689655E+000  0.70344828E+001 -0.22291216E+002
 -0.20689655E+000  0.72758621E+001 -0.21929144E+002
 -0.20689655E+000  0.75172414E+001 -0.21567074E+002
 -0.20689655E+000  0.77586207E+001 -0.21205004E+002
 -0.20689655E+000  0.80000000E+001 -0.20842935E+002
 
  0.20689655E+000  0.10000000E+001 -0.40000000E+002
  0.20689655E+000  0.12413793E+001 -0.40000000E+002
  0.20689655E+000  0.14827586E+001 -0.39682926E+002
  0.20689655E+000  0.17241379E+001 -0.33933156E+002
  0.20689655E+000  0.19655172E+001 -0.29681103E+002
  0.20689655E+000  0.22068966E+001 -0.28969754E+002
  0.20689655E+000  0.24482759E+001 -0.28480426E+002
  0.20689655E+000  0.26896552E+001 -0.28056959E+002
  0.20689655E+000  0.29310345E+001 -0.27662181E+002
  0.20689655E+000  0.31724138E+001 -0.27281857E+002
  0.20689655E+000  0.34137931E+001 -0.26909346E+002
  0.20689655E+000  0.36551724E+001 -0.26541222E+002
  0.20689655E+000  0.38965517E+001 -0.26175612E+002
  0.20689655E+000  0.41379310E+001 -0.25811462E+002
  0.20689655E+000  0.43793103E+001 -0.25448166E+002
  0.20689655E+000  0.46206897E+001 -0.25085372E+002
  0.20689655E+000  0.48620690E+001 -0.24722874E+002
  0.20689655E+000  0.51034483E+001 -0.24360550E+002
  0.20689655E+000  0.53448276E+001 -0.23998330E+002
  0.20689655E+000  0.55862069E+001 -0.23636171E+002
  0.20689655E+000  0.58275862E+001 -0.23274048E+002
  0.20689655E+000  0.60689655E+001 -0.22911947E+002
  0.20689655E+000  0.63103448E+001 -0.22549859E+002
  0.20689655E+000  0.65517241E+001 -0.22187779E+002
  0.20689655E+000  0.67931034E+001 -0.21825703E+002
  0.20689655E+000  0.70344828E+001 -0.21463630E+002
  0.20689655E+000  0.72758621E+001 -0.21101558E+002
  0.20689655E+000  0.75172414E+001 -0.20739488E+002
  0.20689655E+000  0.77586207E+001 -0.20377418E+002
  0.20689655E+000  0.80000000E+001 -0.20015349E+002
 
  0.62068966E+000  0.10000000E+001 -0.40000000E+002
  0.62068966E+000  0.12413793E+001 -0.40000000E+002
  0.62068966E+000  0.14827586E+001 -0.38855340E+002
  0.62068966E+000  0.17241379E+001 -0.33517612E+002
  0.62068966E+000  0.19655172E+001 -0.28890742E+002
  0.62068966E+000  0.22068966E+001 -0.28153169E+002
  0.62068966E+000  0.24482759E+001 -0.27657936E+002
  0.62068966E+000  0.26896552E+001 -0.27232086E+002
  0.62068966E+000  0.29310345E+001 -0.26836131E+002
  0.62068966E+000  0.31724138E+001 -0.26455169E+002
  0.62068966E+000  0.34137931E+001 -0.26082295E+002
  0.62068966E+000  0.36551724E+001 -0.25713958E+002
  0.62068966E+000  0.38965517E+001 -0.25348221E+002
  0.62068966E+000  0.41379310E+001 -0.24983995E+002
  0.62068966E+000  0.43793103E+001 -0.24620653E+002
  0.62068966E+000  0.46206897E+001 -0.24257830E+002
  0.62068966E+000  0.48620690E+001 -0.23895315E+002
  0.62068966E+000  0.51034483E+001 -0.23532981E+002
  0.62068966E+000  0.53448276E+001 -0.23170754E+002
  0.62068966E+000  0.55862069E+001 -0.22808591E+002
  0.62068966E+000  0.58275862E+001 -0.22446466E+002
  0.62068966E+000  0.60689655E+001 -0.22084363E+002
  0.62068966E+000  0.63103448E+001 -0.21722274E+002
  0.62068966E+000  0.65517241E+001 -0.21360193E+002
  0.62068966E+000  0.67931034E+001 -0.20998117E+002
  0.62068966E+000  0.70344828E+001 -0.20636044E+002
  0.62068966E+000  0.72758621E+001 -0.20273972E+002
  0.62068966E+000  0.75172414E+001 -0.19911902E+002
  0.62068966E+000  0.77586207E+001 -0.19549832E+002
  0.62068966E+000  0.80000000E+001 -0.19187762E+002
 
  0.10344828E+001  0.10000000E+001 -0.40000000E+002
  0.10344828E+001  0.12413793E+001 -0.40000000E+002
  0.10344828E+001  0.14827586E+001 -0.38027754E+002
  0.10344828E+001  0.17241379E+001 -0.33103137E+002
  0.10344828E+001  0.19655172E+001 -0.28105480E+002
  0.10344828E+001  0.22068966E+001 -0.27337525E+002
  0.10344828E+001  0.24482759E+001 -0.26835829E+002
  0.10344828E+001  0.26896552E+001 -0.26407408E+002
  0.10344828E+001  0.29310345E+001 -0.26010191E+002
  0.10344828E+001  0.31724138E+001 -0.25628545E+002
  0.10344828E+001  0.34137931E+001 -0.25255283E+002
  0.10344828E+001  0.36551724E+001 -0.24886717E+002
  0.10344828E+001  0.38965517E+001 -0.24520845E+002
  0.10344828E+001  0.41379310E+001 -0.24156537E+002
  0.10344828E+001  0.43793103E+001 -0.23793145E+002
  0.10344828E+001  0.46206897E+001 -0.23430292E+002
  0.10344828E+001  0.48620690E+001 -0.23067758E+002
  0.10344828E+001  0.51034483E+001 -0.22705413E+002
  0.10344828E+001  0.53448276E+001 -0.22343179E+002
  0.10344828E+001  0.55862069E+001 -0.21981012E+002
  0.10344828E+001  0.58275862E+001 -0.21618884E+002
  0.10344828E+001  0.60689655E+001 -0.21256780E+002
  0.10344828E+001  0.63103448E+001 -0.20894690E+002
  0.10344828E+001  0.65517241E+001 -0.20532608E+002
  0.10344828E+001  0.67931034E+001 -0.20170532E+002
  0.10344828E+001  0.70344828E+001 -0.19808458E+002
  0.10344828E+001  0.72758621E+001 -0.19446386E+002
  0.10344828E+001  0.75172414E+001 -0.19084316E+002
  0.10344828E+001  0.77586207E+001 -0.18722246E+002
  0.10344828E+001  0.80000000E+001 -0.18360176E+002
 
  0.14482759E+001  0.10000000E+001 -0.40000000E+002
  0.14482759E+001  0.12413793E+001 -0.40000000E+002
  0.14482759E+001  0.14827586E+001 -0.37200168E+002
  0.14482759E+001  0.17241379E+001 -0.32689088E+002
  0.14482759E+001  0.19655172E+001 -0.27326482E+002
  0.14482759E+001  0.22068966E+001 -0.26522950E+002
  0.14482759E+001  0.24482759E+001 -0.26014148E+002
  0.14482759E+001  0.26896552E+001 -0.25582946E+002
  0.14482759E+001  0.29310345E+001 -0.25184372E+002
  0.14482759E+001  0.31724138E+001 -0.24801994E+002
  0.14482759E+001  0.34137931E+001 -0.24428314E+002
  0.14482759E+001  0.36551724E+001 -0.24059504E+002
  0.14482759E+001  0.38965517E+001 -0.23693486E+002
  0.14482759E+001  0.41379310E+001 -0.23329090E+002
  0.14482759E+001  0.43793103E+001 -0.22965644E+002
  0.14482759E+001  0.46206897E+001 -0.22602759E+002
  0.14482759E+001  0.48620690E+001 -0.22240205E+002
  0.14482759E+001  0.51034483E+001 -0.21877847E+002
  0.14482759E+001  0.53448276E+001 -0.21515605E+002
  0.14482759E+001  0.55862069E+001 -0.21153433E+002
  0.14482759E+001  0.58275862E+001 -0.20791303E+002
  0.14482759E+001  0.60689655E+001 -0.20429197E+002
  0.14482759E+001  0.63103448E+001 -0.20067106E+002
  0.14482759E+001  0.65517241E+001 -0.19705023E+002
  0.14482759E+001  0.67931034E+001 -0.19342946E+002
  0.14482759E+001  0.70344828E+001 -0.18980873E+002
  0.14482759E+001  0.72758621E+001 -0.18618801E+002
  0.14482759E+001  0.75172414E+001 -0.18256730E+002
  0.14482759E+001  0.77586207E+001 -0.17894660E+002
  0.14482759E+001  0.80000000E+001 -0.17532590E+002
 
  0.18620690E+001  0.10000000E+001 -0.40000000E+002
  0.18620690E+001  0.12413793E+001 -0.40000000E+002
  0.18620690E+001  0.14827586E+001 -0.36372582E+002
  0.18620690E+001  0.17241379E+001 -0.32275211E+002
  0.18620690E+001  0.19655172E+001 -0.26555294E+002
  0.18620690E+001  0.22068966E+001 -0.25709590E+002
  0.18620690E+001  0.24482759E+001 -0.25192943E+002
  0.18620690E+001  0.26896552E+001 -0.24758725E+002
  0.18620690E+001  0.29310345E+001 -0.24358687E+002
  0.18620690E+001  0.31724138E+001 -0.23975522E+002
  0.18620690E+001  0.34137931E+001 -0.23601393E+002
  0.18620690E+001  0.36551724E+001 -0.23232321E+002
  0.18620690E+001  0.38965517E+001 -0.22866145E+002
  0.18620690E+001  0.41379310E+001 -0.22501654E+002
  0.18620690E+001  0.43793103E+001 -0.22138151E+002
  0.18620690E+001  0.46206897E+001 -0.21775230E+002
  0.18620690E+001  0.48620690E+001 -0.21412654E+002
  0.18620690E+001  0.51034483E+001 -0.21050283E+002
  0.18620690E+001  0.53448276E+001 -0.20688033E+002
  0.18620690E+001  0.55862069E+001 -0.20325856E+002
  0.18620690E+001  0.58275862E+001 -0.19963722E+002
  0.18620690E+001  0.60689655E+001 -0.19601614E+002
  0.18620690E+001  0.63103448E+001 -0.19239522E+002
  0.18620690E+001  0.65517241E+001 -0.18877439E+002
  0.18620690E+001  0.67931034E+001 -0.18515361E+002
  0.18620690E+001  0.70344828E+001 -0.18153287E+002
  0.18620690E+001  0.72758621E+001 -0.17791215E+002
  0.18620690E+001  0.75172414E+001 -0.17429144E+002
  0.18620690E+001  0.77586207E+001 -0.17067074E+002
  0.18620690E+001  0.80000000E+001 -0.16705004E+002
 
  0.22758621E+001  0.10000000E+001 -0.40000000E+002
  0.22758621E+001  0.12413793E+001 -0.40000000E+002
  0.22758621E+001  0.14827586E+001 -0.35544995E+002
  0.22758621E+001  0.17241379E+001 -0.31861449E+002
  0.22758621E+001  0.19655172E+001 -0.25793995E+002
  0.22758621E+001  0.22068966E+001 -0.24897625E+002
  0.22758621E+001  0.24482759E+001 -0.24372274E+002
  0.22758621E+001  0.26896552E+001 -0.23934771E+002
  0.22758621E+001  0.29310345E+001 -0.23533153E+002
  0.22758621E+001  0.31724138E+001 -0.23149138E+002
  0.22758621E+001  0.34137931E+001 -0.22774527E+002
  0.22758621E+001  0.36551724E+001 -0.22405171E+002
  0.22758621E+001  0.38965517E+001 -0.22038826E+002
  0.22758621E+001  0.41379310E+001 -0.21674232E+002
  0.22758621E+001  0.43793103E+001 -0.21310666E+002
  0.22758621E+001  0.46206897E+001 -0.20947707E+002
  0.22758621E+001  0.48620690E+001 -0.20585107E+002
  0.22758621E+001  0.51034483E+001 -0.20222721E+002
  0.22758621E+001  0.53448276E+001 -0.19860462E+002
  0.22758621E+001  0.55862069E+001 -0.19498279E+002
  0.22758621E+001  0.58275862E+001 -0.19136142E+002
  0.22758621E+001  0.60689655E+001 -0.18774032E+002
  0.22758621E+001  0.63103448E+001 -0.18411938E+002
  0.22758621E+001  0.65517241E+001 -0.18049854E+002
  0.22758621E+001  0.67931034E+001 -0.17687776E+002
  0.22758621E+001  0.70344828E+001 -0.17325701E+002
  0.22758621E+001  0.72758621E+001 -0.16963629E+002
  0.22758621E+001  0.75172414E+001 -0.16601558E+002
  0.22758621E+001  0.77586207E+001 -0.16239488E+002
  0.22758621E+001  0.80000000E+001 -0.15877418E+002
 
  0.26896552E+001  0.10000000E+001 -0.40000000E+002
  0.26896552E+001  0.12413793E+001 -0.40000000E+002
  0.26896552E+001  0.14827586E+001 -0.34717409E+002
  0.26896552E+001  0.17241379E+001 -0.31447490E+002
  0.26896552E+001  0.19655172E+001 -0.25045404E+002
  0.26896552E+001  0.22068966E+001 -0.24087267E+002
  0.26896552E+001  0.24482759E+001 -0.23552207E+002
  0.26896552E+001  0.26896552E+001 -0.23111119E+002
  0.26896552E+001  0.29310345E+001 -0.22707788E+002
  0.26896552E+001  0.31724138E+001 -0.22322855E+002
  0.26896552E+001  0.34137931E+001 -0.21947722E+002
  0.26896552E+001  0.36551724E+001 -0.21578059E+002
  0.26896552E+001  0.38965517E+001 -0.21211530E+002
  0.26896552E+001  0.41379310E+001 -0.20846825E+002
  0.26896552E+001  0.43793103E+001 -0.20483191E+002
  0.26896552E+001  0.46206897E+001 -0.20120189E+002
  0.26896552E+001  0.48620690E+001 -0.19757564E+002
  0.26896552E+001  0.51034483E+001 -0.19395162E+002
  0.26896552E+001  0.53448276E+001 -0.19032893E+002
  0.26896552E+001  0.55862069E+001 -0.18670704E+002
  0.26896552E+001  0.58275862E+001 -0.18308563E+002
  0.26896552E+001  0.60689655E+001 -0.17946450E+002
  0.26896552E+001  0.63103448E+001 -0.17584355E+002
  0.26896552E+001  0.65517241E+001 -0.17222270E+002
  0.26896552E+001  0.67931034E+001 -0.16860191E+002
  0.26896552E+001  0.70344828E+001 -0.16498116E+002
  0.26896552E+001  0.72758621E+001 -0.16136043E+002
  0.26896552E+001  0.75172414E+001 -0.15773972E+002
  0.26896552E+001  0.77586207E+001 -0.15411902E+002
  0.26896552E+001  0.80000000E+001 -0.15049832E+002
 
  0.31034483E+001  0.10000000E+001 -0.40000000E+002
  0.31034483E+001  0.12413793E+001 -0.40000000E+002
  0.31034483E+001  0.14827586E+001 -0.33889823E+002
  0.31034483E+001  0.17241379E+001 -0.31033948E+002
  0.31034483E+001  0.19655172E+001 -0.24313326E+002
  0.31034483E+001  0.22068966E+001 -0.23278777E+002
  0.31034483E+001  0.24482759E+001 -0.22732825E+002
  0.31034483E+001  0.26896552E+001 -0.22287805E+002
  0.31034483E+001  0.29310345E+001 -0.21882611E+002
  0.31034483E+001  0.31724138E+001 -0.21496683E+002
  0.31034483E+001  0.34137931E+001 -0.21120985E+002
  0.31034483E+001  0.36551724E+001 -0.20750990E+002
  0.31034483E+001  0.38965517E+001 -0.20384262E+002
  0.31034483E+001  0.41379310E+001 -0.20019435E+002
  0.31034483E+001  0.43793103E+001 -0.19655727E+002
  0.31034483E+001  0.46206897E+001 -0.19292680E+002
  0.31034483E+001  0.48620690E+001 -0.18930025E+002
  0.31034483E+001  0.51034483E+001 -0.18567606E+002
  0.31034483E+001  0.53448276E+001 -0.18205326E+002
  0.31034483E+001  0.55862069E+001 -0.17843130E+002
  0.31034483E+001  0.58275862E+001 -0.17480984E+002
  0.31034483E+001  0.60689655E+001 -0.17118869E+002
  0.31034483E+001  0.63103448E+001 -0.16756771E+002
  0.31034483E+001  0.65517241E+001 -0.16394685E+002
  0.31034483E+001  0.67931034E+001 -0.16032606E+002
  0.31034483E+001  0.70344828E+001 -0.15670531E+002
  0.31034483E+001  0.72758621E+001 -0.15308458E+002
  0.31034483E+001  0.75172414E+001 -0.14946386E+002
  0.31034483E+001  0.77586207E+001 -0.14584316E+002
  0.31034483E+001  0.80000000E+001 -0.14222246E+002
 
  0.35172414E+001  0.10000000E+001 -0.40000000E+002
  0.35172414E+001  0.12413793E+001 -0.40000000E+002
  0.35172414E+001  0.14827586E+001 -0.33062237E+002
  0.35172414E+001  0.17241379E+001 -0.30619816E+002
  0.35172414E+001  0.19655172E+001 -0.23602720E+002
  0.35172414E+001  0.22068966E+001 -0.22472473E+002
  0.35172414E+001  0.24482759E+001 -0.21914223E+002
  0.35172414E+001  0.26896552E+001 -0.21464874E+002
  0.35172414E+001  0.29310345E+001 -0.21057647E+002
  0.35172414E+001  0.31724138E+001 -0.20670638E+002
  0.35172414E+001  0.34137931E+001 -0.20294326E+002
  0.35172414E+001  0.36551724E+001 -0.19923969E+002
  0.35172414E+001  0.38965517E+001 -0.19557024E+002
  0.35172414E+001  0.41379310E+001 -0.19192065E+002
  0.35172414E+001  0.43793103E+001 -0.18828275E+002
  0.35172414E+001  0.46206897E+001 -0.18465178E+002
  0.35172414E+001  0.48620690E+001 -0.18102492E+002
  0.35172414E+001  0.51034483E+001 -0.17740053E+002
  0.35172414E+001  0.53448276E+001 -0.17377761E+002
  0.35172414E+001  0.55862069E+001 -0.17015557E+002
  0.35172414E+001  0.58275862E+001 -0.16653407E+002
  0.35172414E+001  0.60689655E+001 -0.16291288E+002
  0.35172414E+001  0.63103448E+001 -0.15929189E+002
  0.35172414E+001  0.65517241E+001 -0.15567102E+002
  0.35172414E+001  0.67931034E+001 -0.15205021E+002
  0.35172414E+001  0.70344828E+001 -0.14842945E+002
  0.35172414E+001  0.72758621E+001 -0.14480872E+002
  0.35172414E+001  0.75172414E+001 -0.14118800E+002
  0.35172414E+001  0.77586207E+001 -0.13756730E+002
  0.35172414E+001  0.80000000E+001 -0.13394660E+002
 
  0.39310345E+001  0.10000000E+001 -0.40000000E+002
  0.39310345E+001  0.12413793E+001 -0.40000000E+002
  0.39310345E+001  0.14827586E+001 -0.32234651E+002
  0.39310345E+001  0.17241379E+001 -0.30207807E+002
  0.39310345E+001  0.19655172E+001 -0.22919456E+002
  0.39310345E+001  0.22068966E+001 -0.21668752E+002
  0.39310345E+001  0.24482759E+001 -0.21096512E+002
  0.39310345E+001  0.26896552E+001 -0.20642378E+002
  0.39310345E+001  0.29310345E+001 -0.20232926E+002
  0.39310345E+001  0.31724138E+001 -0.19844737E+002
  0.39310345E+001  0.34137931E+001 -0.19467755E+002
  0.39310345E+001  0.36551724E+001 -0.19097005E+002
  0.39310345E+001  0.38965517E+001 -0.18729822E+002
  0.39310345E+001  0.41379310E+001 -0.18364718E+002
  0.39310345E+001  0.43793103E+001 -0.18000839E+002
  0.39310345E+001  0.46206897E+001 -0.17637686E+002
  0.39310345E+001  0.48620690E+001 -0.17274966E+002
  0.39310345E+001  0.51034483E+001 -0.16912505E+002
  0.39310345E+001  0.53448276E+001 -0.16550199E+002
  0.39310345E+001  0.55862069E+001 -0.16187987E+002
  0.39310345E+001  0.58275862E+001 -0.15825830E+002
  0.39310345E+001  0.60689655E+001 -0.15463708E+002
  0.39310345E+001  0.63103448E+001 -0.15101607E+002
  0.39310345E+001  0.65517241E+001 -0.14739518E+002
  0.39310345E+001  0.67931034E+001 -0.14377437E+002
  0.39310345E+001  0.70344828E+001 -0.14015360E+002
  0.39310345E+001  0.72758621E+001 -0.13653287E+002
  0.39310345E+001  0.75172414E+001 -0.13291215E+002
  0.39310345E+001  0.77586207E+001 -0.12929144E+002
  0.39310345E+001  0.80000000E+001 -0.12567074E+002
 
  0.43448276E+001  0.10000000E+001 -0.40000000E+002
  0.43448276E+001  0.12413793E+001 -0.40000000E+002
  0.43448276E+001  0.14827586E+001 -0.31407064E+002
  0.43448276E+001  0.17241379E+001 -0.29788331E+002
  0.43448276E+001  0.19655172E+001 -0.22269105E+002
  0.43448276E+001  0.22068966E+001 -0.20868109E+002
  0.43448276E+001  0.24482759E+001 -0.20279830E+002
  0.43448276E+001  0.26896552E+001 -0.19820378E+002
  0.43448276E+001  0.29310345E+001 -0.19408481E+002
  0.43448276E+001  0.31724138E+001 -0.19018999E+002
  0.43448276E+001  0.34137931E+001 -0.18641286E+002
  0.43448276E+001  0.36551724E+001 -0.18270104E+002
  0.43448276E+001  0.38965517E+001 -0.17902660E+002
  0.43448276E+001  0.41379310E+001 -0.17537397E+002
  0.43448276E+001  0.43793103E+001 -0.17173420E+002
  0.43448276E+001  0.46206897E+001 -0.16810205E+002
  0.43448276E+001  0.48620690E+001 -0.16447447E+002
  0.43448276E+001  0.51034483E+001 -0.16084961E+002
  0.43448276E+001  0.53448276E+001 -0.15722640E+002
  0.43448276E+001  0.55862069E+001 -0.15360418E+002
  0.43448276E+001  0.58275862E+001 -0.14998256E+002
  0.43448276E+001  0.60689655E+001 -0.14636130E+002
  0.43448276E+001  0.63103448E+001 -0.14274026E+002
  0.43448276E+001  0.65517241E+001 -0.13911935E+002
  0.43448276E+001  0.67931034E+001 -0.13549853E+002
  0.43448276E+001  0.70344828E+001 -0.13187776E+002
  0.43448276E+001  0.72758621E+001 -0.12825702E+002
  0.43448276E+001  0.75172414E+001 -0.12463629E+002
  0.43448276E+001  0.77586207E+001 -0.12101558E+002
  0.43448276E+001  0.80000000E+001 -0.11739488E+002
 
  0.47586207E+001  0.10000000E+001 -0.40000000E+002
  0.47586207E+001  0.12413793E+001 -0.40000000E+002
  0.47586207E+001  0.14827586E+001 -0.30579478E+002
  0.47586207E+001  0.17241379E+001 -0.29389968E+002
  0.47586207E+001  0.19655172E+001 -0.21655048E+002
  0.47586207E+001  0.22068966E+001 -0.20071176E+002
  0.47586207E+001  0.24482759E+001 -0.19464341E+002
  0.47586207E+001  0.26896552E+001 -0.18998948E+002
  0.47586207E+001  0.29310345E+001 -0.18584351E+002
  0.47586207E+001  0.31724138E+001 -0.18193450E+002
  0.47586207E+001  0.34137931E+001 -0.17814933E+002
  0.47586207E+001  0.36551724E+001 -0.17443276E+002
  0.47586207E+001  0.38965517E+001 -0.17075547E+002
  0.47586207E+001  0.41379310E+001 -0.16710108E+002
  0.47586207E+001  0.43793103E+001 -0.16346021E+002
  0.47586207E+001  0.46206897E+001 -0.15982738E+002
  0.47586207E+001  0.48620690E+001 -0.15619937E+002
  0.47586207E+001  0.51034483E+001 -0.15257424E+002
  0.47586207E+001  0.53448276E+001 -0.14895086E+002
  0.47586207E+001  0.55862069E+001 -0.14532852E+002
  0.47586207E+001  0.58275862E+001 -0.14170683E+002
  0.47586207E+001  0.60689655E+001 -0.13808552E+002
  0.47586207E+001  0.63103448E+001 -0.13446445E+002
  0.47586207E+001  0.65517241E+001 -0.13084353E+002
  0.47586207E+001  0.67931034E+001 -0.12722269E+002
  0.47586207E+001  0.70344828E+001 -0.12360191E+002
  0.47586207E+001  0.72758621E+001 -0.11998117E+002
  0.47586207E+001  0.75172414E+001 -0.11636044E+002
  0.47586207E+001  0.77586207E+001 -0.11273973E+002
  0.47586207E+001  0.80000000E+001 -0.10911902E+002
 
  0.51724138E+001  0.10000000E+001 -0.40000000E+002
  0.51724138E+001  0.12413793E+001 -0.40000000E+002
  0.51724138E+001  0.14827586E+001 -0.29751892E+002
  0.51724138E+001  0.17241379E+001 -0.28968489E+002
  0.51724138E+001  0.19655172E+001 -0.21077905E+002
  0.51724138E+001  0.22068966E+001 -0.19278764E+002
  0.51724138E+001  0.24482759E+001 -0.18650245E+002
  0.51724138E+001  0.26896552E+001 -0.18178177E+002
  0.51724138E+001  0.29310345E+001 -0.17760586E+002
  0.51724138E+001  0.31724138E+001 -0.17368118E+002
  0.51724138E+001  0.34137931E+001 -0.16988714E+002
  0.51724138E+001  0.36551724E+001 -0.16616535E+002
  0.51724138E+001  0.38965517E+001 -0.16248488E+002
  0.51724138E+001  0.41379310E+001 -0.15882854E+002
  0.51724138E+001  0.43793103E+001 -0.15518646E+002
  0.51724138E+001  0.46206897E+001 -0.15155287E+002
  0.51724138E+001  0.48620690E+001 -0.14792437E+002
  0.51724138E+001  0.51034483E+001 -0.14429894E+002
  0.51724138E+001  0.53448276E+001 -0.14067536E+002
  0.51724138E+001  0.55862069E+001 -0.13705290E+002
  0.51724138E+001  0.58275862E+001 -0.13343113E+002
  0.51724138E+001  0.60689655E+001 -0.12980977E+002
  0.51724138E+001  0.63103448E+001 -0.12618866E+002
  0.51724138E+001  0.65517241E+001 -0.12256771E+002
  0.51724138E+001  0.67931034E+001 -0.11894686E+002
  0.51724138E+001  0.70344828E+001 -0.11532607E+002
  0.51724138E+001  0.72758621E+001 -0.11170532E+002
  0.51724138E+001  0.75172414E+001 -0.10808459E+002
  0.51724138E+001  0.77586207E+001 -0.10446387E+002
  0.51724138E+001  0.80000000E+001 -0.10084316E+002
 
  0.55862069E+001  0.10000000E+001 -0.40000000E+002
  0.55862069E+001  0.12413793E+001 -0.40000000E+002
  0.55862069E+001  0.14827586E+001 -0.28924306E+002
  0.55862069E+001  0.17241379E+001 -0.28495159E+002
  0.55862069E+001  0.19655172E+001 -0.20537076E+002
  0.55862069E+001  0.22068966E+001 -0.18491936E+002
  0.55862069E+001  0.24482759E+001 -0.17837788E+002
  0.55862069E+001  0.26896552E+001 -0.17358171E+002
  0.55862069E+001  0.29310345E+001 -0.16937243E+002
  0.55862069E+001  0.31724138E+001 -0.16543038E+002
  0.55862069E+001  0.34137931E+001 -0.16162653E+002
  0.55862069E+001  0.36551724E+001 -0.15789894E+002
  0.55862069E+001  0.38965517E+001 -0.15421495E+002
  0.55862069E+001  0.41379310E+001 -0.15055643E+002
  0.55862069E+001  0.43793103E+001 -0.14691299E+002
  0.55862069E+001  0.46206897E+001 -0.14327855E+002
  0.55862069E+001  0.48620690E+001 -0.13964950E+002
  0.55862069E+001  0.51034483E+001 -0.13602373E+002
  0.55862069E+001  0.53448276E+001 -0.13239992E+002
  0.55862069E+001  0.55862069E+001 -0.12877732E+002
  0.55862069E+001  0.58275862E+001 -0.12515545E+002
  0.55862069E+001  0.60689655E+001 -0.12153403E+002
  0.55862069E+001  0.63103448E+001 -0.11791288E+002
  0.55862069E+001  0.65517241E+001 -0.11429191E+002
  0.55862069E+001  0.67931034E+001 -0.11067104E+002
  0.55862069E+001  0.70344828E+001 -0.10705024E+002
  0.55862069E+001  0.72758621E+001 -0.10342947E+002
  0.55862069E+001  0.75172414E+001 -0.99808737E+001
  0.55862069E+001  0.77586207E+001 -0.96188017E+001
  0.55862069E+001  0.80000000E+001 -0.92567308E+001
 
  0.60000000E+001  0.10000000E+001 -0.40000000E+002
  0.60000000E+001  0.12413793E+001 -0.40000000E+002
  0.60000000E+001  0.14827586E+001 -0.28096720E+002
  0.60000000E+001  0.17241379E+001 -0.27847246E+002
  0.60000000E+001  0.19655172E+001 -0.20031742E+002
  0.60000000E+001  0.22068966E+001 -0.17712104E+002
  0.60000000E+001  0.24482759E+001 -0.17027278E+002
  0.60000000E+001  0.26896552E+001 -0.16539061E+002
  0.60000000E+001  0.29310345E+001 -0.16114393E+002
  0.60000000E+001  0.31724138E+001 -0.15718252E+002
  0.60000000E+001  0.34137931E+001 -0.15336776E+002
  0.60000000E+001  0.36551724E+001 -0.14963370E+002
  0.60000000E+001  0.38965517E+001 -0.14594579E+002
  0.60000000E+001  0.41379310E+001 -0.14228484E+002
  0.60000000E+001  0.43793103E+001 -0.13863987E+002
  0.60000000E+001  0.46206897E+001 -0.13500445E+002
  0.60000000E+001  0.48620690E+001 -0.13137480E+002
  0.60000000E+001  0.51034483E+001 -0.12774862E+002
  0.60000000E+001  0.53448276E+001 -0.12412456E+002
  0.60000000E+001  0.55862069E+001 -0.12050179E+002
  0.60000000E+001  0.58275862E+001 -0.11687981E+002
  0.60000000E+001  0.60689655E+001 -0.11325832E+002
  0.60000000E+001  0.63103448E+001 -0.10963712E+002
  0.60000000E+001  0.65517241E+001 -0.10601611E+002
  0.60000000E+001  0.67931034E+001 -0.10239522E+002
  0.60000000E+001  0.70344828E+001 -0.98774405E+001
  0.60000000E+001  0.72758621E+001 -0.95153633E+001
  0.60000000E+001  0.75172414E+001 -0.91532890E+001
  0.60000000E+001  0.77586207E+001 -0.87912165E+001
  0.60000000E+001  0.80000000E+001 -0.84291453E+001
 
