          50 ,          50 ,          20
 -0.20000000E+001 -0.57551020E+001  0.58691466E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.60430829E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.62170192E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.63909555E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.65648918E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.67388281E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.69127644E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.70867007E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.72606370E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.74345733E+001  0.18017440E+001
 -0.20000000E+001 -0.57551020E+001  0.76085096E+001  0.18017441E+001
 -0.20000000E+001 -0.57551020E+001  0.77824459E+001  0.18017441E+001
 -0.20000000E+001 -0.57551020E+001  0.79563822E+001  0.18017442E+001
 -0.20000000E+001 -0.57551020E+001  0.81303185E+001  0.18017444E+001
 -0.20000000E+001 -0.57551020E+001  0.83042548E+001  0.18017447E+001
 -0.20000000E+001 -0.57551020E+001  0.84781911E+001  0.18017453E+001
 -0.20000000E+001 -0.57551020E+001  0.86521274E+001  0.18017464E+001
 -0.20000000E+001 -0.57551020E+001  0.88260637E+001  0.18017485E+001
 -0.20000000E+001 -0.57551020E+001  0.90000000E+001  0.18017521E+001

 -0.20000000E+001 -0.55102041E+001  0.47712125E+000  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.65105756E+000  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.82499386E+000  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.99893016E+000  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.11728665E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.13468028E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.15207391E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.16946754E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.18686117E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.20425480E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.22164843E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.23904206E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.25643569E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.27382932E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.29122295E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.30861658E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.32601021E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.34340384E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.36079747E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.37819110E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.39558473E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.41297836E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.43037199E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.44776562E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.46515925E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.48255288E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.49994651E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.51734014E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.53473377E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.55212740E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.56952103E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.58691466E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.60430829E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.62170192E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.63909555E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.65648918E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.67388281E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.69127644E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.70867007E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.72606370E+001  0.18017440E+001
 -0.20000000E+001 -0.55102041E+001  0.74345733E+001  0.18017441E+001
 -0.20000000E+001 -0.55102041E+001  0.76085096E+001  0.18017441E+001
 -0.20000000E+001 -0.55102041E+001  0.77824459E+001  0.18017442E+001
 -0.20000000E+001 -0.55102041E+001  0.79563822E+001  0.18017444E+001
 -0.20000000E+001 -0.55102041E+001  0.81303185E+001  0.18017447E+001
 -0.20000000E+001 -0.55102041E+001  0.83042548E+001  0.18017453E+001
 -0.20000000E+001 -0.55102041E+001  0.84781911E+001  0.18017464E+001
 -0.20000000E+001 -0.55102041E+001  0.86521274E+001  0.18017483E+001
 -0.20000000E+001 -0.55102041E+001  0.88260637E+001  0.18017518E+001
 -0.20000000E+001 -0.55102041E+001  0.90000000E+001  0.18017582E+001

 -0.20000000E+001 -0.52653061E+001  0.47712125E+000  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.65105756E+000  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.82499386E+000  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.99893016E+000  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.11728665E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.13468028E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.15207391E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.16946754E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.18686117E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.20425480E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.22164843E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.23904206E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.25643569E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.27382932E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.29122295E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.30861658E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.32601021E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.34340384E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.36079747E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.37819110E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.39558473E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.41297836E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.43037199E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.44776562E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.46515925E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.48255288E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.49994651E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.51734014E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.53473377E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.55212740E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.56952103E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.58691466E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.60430829E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.62170192E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.63909555E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.65648918E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.67388281E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.69127644E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.70867007E+001  0.18017440E+001
 -0.20000000E+001 -0.52653061E+001  0.72606370E+001  0.18017441E+001
 -0.20000000E+001 -0.52653061E+001  0.74345733E+001  0.18017441E+001
 -0.20000000E+001 -0.52653061E+001  0.76085096E+001  0.18017442E+001
 -0.20000000E+001 -0.52653061E+001  0.77824459E+001  0.18017444E+001
 -0.20000000E+001 -0.52653061E+001  0.79563822E+001  0.18017447E+001
 -0.20000000E+001 -0.52653061E+001  0.81303185E+001  0.18017452E+001
 -0.20000000E+001 -0.52653061E+001  0.83042548E+001  0.18017463E+001
 -0.20000000E+001 -0.52653061E+001  0.84781911E+001  0.18017481E+001
 -0.20000000E+001 -0.52653061E+001  0.86521274E+001  0.18017515E+001
 -0.20000000E+001 -0.52653061E+001  0.88260637E+001  0.18017577E+001
 -0.20000000E+001 -0.52653061E+001  0.90000000E+001  0.18017690E+001

 -0.20000000E+001 -0.50204082E+001  0.47712125E+000  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.65105756E+000  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.82499386E+000  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.99893016E+000  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.11728665E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.13468028E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.15207391E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.16946754E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.18686117E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.20425480E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.22164843E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.23904206E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.25643569E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.27382932E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.29122295E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.30861658E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.32601021E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.34340384E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.36079747E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.37819110E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.39558473E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.41297836E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.43037199E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.44776562E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.46515925E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.48255288E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.49994651E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.51734014E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.53473377E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.55212740E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.56952103E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.58691466E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.60430829E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.62170192E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.63909555E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.65648918E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.67388281E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.69127644E+001  0.18017440E+001
 -0.20000000E+001 -0.50204082E+001  0.70867007E+001  0.18017441E+001
 -0.20000000E+001 -0.50204082E+001  0.72606370E+001  0.18017441E+001
 -0.20000000E+001 -0.50204082E+001  0.74345733E+001  0.18017442E+001
 -0.20000000E+001 -0.50204082E+001  0.76085096E+001  0.18017444E+001
 -0.20000000E+001 -0.50204082E+001  0.77824459E+001  0.18017447E+001
 -0.20000000E+001 -0.50204082E+001  0.79563822E+001  0.18017452E+001
 -0.20000000E+001 -0.50204082E+001  0.81303185E+001  0.18017462E+001
 -0.20000000E+001 -0.50204082E+001  0.83042548E+001  0.18017480E+001
 -0.20000000E+001 -0.50204082E+001  0.84781911E+001  0.18017513E+001
 -0.20000000E+001 -0.50204082E+001  0.86521274E+001  0.18017572E+001
 -0.20000000E+001 -0.50204082E+001  0.88260637E+001  0.18017681E+001
 -0.20000000E+001 -0.50204082E+001  0.90000000E+001  0.18017880E+001

 -0.20000000E+001 -0.47755102E+001  0.47712125E+000  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.65105756E+000  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.82499386E+000  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.99893016E+000  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.11728665E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.13468028E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.15207391E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.16946754E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.18686117E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.20425480E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.22164843E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.23904206E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.25643569E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.27382932E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.29122295E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.30861658E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.32601021E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.34340384E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.36079747E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.37819110E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.39558473E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.41297836E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.43037199E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.44776562E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.46515925E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.48255288E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.49994651E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.51734014E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.53473377E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.55212740E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.56952103E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.58691466E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.60430829E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.62170192E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.63909555E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.65648918E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.67388281E+001  0.18017440E+001
 -0.20000000E+001 -0.47755102E+001  0.69127644E+001  0.18017441E+001
 -0.20000000E+001 -0.47755102E+001  0.70867007E+001  0.18017441E+001
 -0.20000000E+001 -0.47755102E+001  0.72606370E+001  0.18017442E+001
 -0.20000000E+001 -0.47755102E+001  0.74345733E+001  0.18017444E+001
 -0.20000000E+001 -0.47755102E+001  0.76085096E+001  0.18017446E+001
 -0.20000000E+001 -0.47755102E+001  0.77824459E+001  0.18017452E+001
 -0.20000000E+001 -0.47755102E+001  0.79563822E+001  0.18017461E+001
 -0.20000000E+001 -0.47755102E+001  0.81303185E+001  0.18017478E+001
 -0.20000000E+001 -0.47755102E+001  0.83042548E+001  0.18017510E+001
 -0.20000000E+001 -0.47755102E+001  0.84781911E+001  0.18017568E+001
 -0.20000000E+001 -0.47755102E+001  0.86521274E+001  0.18017672E+001
 -0.20000000E+001 -0.47755102E+001  0.88260637E+001  0.18017864E+001
 -0.20000000E+001 -0.47755102E+001  0.90000000E+001  0.18018212E+001

 -0.20000000E+001 -0.45306122E+001  0.47712125E+000  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.65105756E+000  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.82499386E+000  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.99893016E+000  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.11728665E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.13468028E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.15207391E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.16946754E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.18686117E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.20425480E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.22164843E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.23904206E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.25643569E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.27382932E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.29122295E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.30861658E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.32601021E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.34340384E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.36079747E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.37819110E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.39558473E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.41297836E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.43037199E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.44776562E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.46515925E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.48255288E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.49994651E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.51734014E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.53473377E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.55212740E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.56952103E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.58691466E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.60430829E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.62170192E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.63909555E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.65648918E+001  0.18017440E+001
 -0.20000000E+001 -0.45306122E+001  0.67388281E+001  0.18017441E+001
 -0.20000000E+001 -0.45306122E+001  0.69127644E+001  0.18017441E+001
 -0.20000000E+001 -0.45306122E+001  0.70867007E+001  0.18017442E+001
 -0.20000000E+001 -0.45306122E+001  0.72606370E+001  0.18017443E+001
 -0.20000000E+001 -0.45306122E+001  0.74345733E+001  0.18017446E+001
 -0.20000000E+001 -0.45306122E+001  0.76085096E+001  0.18017451E+001
 -0.20000000E+001 -0.45306122E+001  0.77824459E+001  0.18017460E+001
 -0.20000000E+001 -0.45306122E+001  0.79563822E+001  0.18017477E+001
 -0.20000000E+001 -0.45306122E+001  0.81303185E+001  0.18017507E+001
 -0.20000000E+001 -0.45306122E+001  0.83042548E+001  0.18017563E+001
 -0.20000000E+001 -0.45306122E+001  0.84781911E+001  0.18017664E+001
 -0.20000000E+001 -0.45306122E+001  0.86521274E+001  0.18017848E+001
 -0.20000000E+001 -0.45306122E+001  0.88260637E+001  0.18018185E+001
 -0.20000000E+001 -0.45306122E+001  0.90000000E+001  0.18018797E+001

 -0.20000000E+001 -0.42857143E+001  0.47712125E+000  0.18017440E+001
 -0.20000000E+001 -0.42857143E+001  0.65105756E+000  0.18017440E+001
 -0.20000000E+001 -0.42857143E+001  0.82499386E+000  0.18017440E+001
 -0.20000000E+001 -0.42857143E+001  0.99893016E+000  0.18017440E+001
 -0.20000000E+001 -0.42857143E+001  0.11728665E+001  0.18017440E+001
 -0.20000000E+001 -0.42857143E+001  0.13468028E+001  0.18017440E+001
 -0.20000000E+001 -0.42857143E+001  0.15207391E+001  0.18017440E+001
 -0.20000000E+001 -0.42857143E+001  0.16946754E+001  0.18017440E+001
