          50 ,          50 ,          20
 -0.20000000E+001 -0.55102041E+001  0.15207391E+001  0.39766348E-029
 -0.20000000E+001 -0.55102041E+001  0.16946754E+001  0.42128428E-029
 -0.20000000E+001 -0.55102041E+001  0.18686117E+001  0.47773262E-029
 -0.20000000E+001 -0.55102041E+001  0.20425480E+001  0.59700740E-029
 -0.20000000E+001 -0.55102041E+001  0.22164843E+001  0.83446891E-029
 -0.20000000E+001 -0.55102041E+001  0.23904206E+001  0.12918696E-028
 -0.20000000E+001 -0.55102041E+001  0.25643569E+001  0.21557360E-028
 -0.20000000E+001 -0.55102041E+001  0.27382932E+001  0.37673970E-028
 -0.20000000E+001 -0.55102041E+001  0.29122295E+001  0.67507287E-028
 -0.20000000E+001 -0.55102041E+001  0.30861658E+001  0.12245155E-027
 -0.20000000E+001 -0.55102041E+001  0.32601021E+001  0.22330597E-027
 -0.20000000E+001 -0.55102041E+001  0.34340384E+001  0.40802447E-027
 -0.20000000E+001 -0.55102041E+001  0.36079747E+001  0.74584847E-027
 -0.20000000E+001 -0.55102041E+001  0.37819110E+001  0.13630792E-026
 -0.20000000E+001 -0.55102041E+001  0.39558473E+001  0.24900750E-026
 -0.20000000E+001 -0.55102041E+001  0.41297836E+001  0.45469523E-026
 -0.20000000E+001 -0.55102041E+001  0.43037199E+001  0.82998641E-026
 -0.20000000E+001 -0.55102041E+001  0.44776562E+001  0.15145975E-025
 -0.20000000E+001 -0.55102041E+001  0.46515925E+001  0.27633115E-025
 -0.20000000E+001 -0.55102041E+001  0.48255288E+001  0.50407370E-025
 -0.20000000E+001 -0.55102041E+001  0.49994651E+001  0.91941017E-025
 -0.20000000E+001 -0.55102041E+001  0.51734014E+001  0.16768340E-024
 -0.20000000E+001 -0.55102041E+001  0.53473377E+001  0.30580656E-024
 -0.20000000E+001 -0.55102041E+001  0.55212740E+001  0.55768234E-024
 -0.20000000E+001 -0.55102041E+001  0.56952103E+001  0.10169874E-023
 -0.20000000E+001 -0.55102041E+001  0.58691466E+001  0.18545410E-023
 -0.20000000E+001 -0.55102041E+001  0.60430829E+001  0.33818317E-023
 -0.20000000E+001 -0.55102041E+001  0.62170192E+001  0.61668579E-023
 -0.20000000E+001 -0.55102041E+001  0.63909555E+001  0.11245362E-022
 -0.20000000E+001 -0.55102041E+001  0.65648918E+001  0.20506016E-022
 -0.20000000E+001 -0.55102041E+001  0.67388281E+001  0.37392805E-022
 -0.20000000E+001 -0.55102041E+001  0.69127644E+001  0.68185814E-022
 -0.20000000E+001 -0.55102041E+001  0.70867007E+001  0.12433675E-021
 -0.20000000E+001 -0.55102041E+001  0.72606370E+001  0.22672774E-021
 -0.20000000E+001 -0.55102041E+001  0.74345733E+001  0.41343723E-021
 -0.20000000E+001 -0.55102041E+001  0.76085096E+001  0.75390104E-021
 -0.20000000E+001 -0.55102041E+001  0.77824459E+001  0.13747350E-020
 -0.20000000E+001 -0.55102041E+001  0.79563822E+001  0.25068226E-020
 -0.20000000E+001 -0.55102041E+001  0.81303185E+001  0.45711781E-020
 -0.20000000E+001 -0.55102041E+001  0.83042548E+001  0.83355192E-020
 -0.20000000E+001 -0.55102041E+001  0.84781911E+001  0.15199775E-019
 -0.20000000E+001 -0.55102041E+001  0.86521274E+001  0.27716707E-019
 -0.20000000E+001 -0.55102041E+001  0.88260637E+001  0.50541264E-019
 -0.20000000E+001 -0.55102041E+001  0.90000000E+001  0.92161718E-019

 -0.20000000E+001 -0.52653061E+001  0.47712125E+000  0.11453814E-029
 -0.20000000E+001 -0.52653061E+001  0.65105756E+000  0.10910063E-029
 -0.20000000E+001 -0.52653061E+001  0.82499386E+000  0.10320803E-029
 -0.20000000E+001 -0.52653061E+001  0.99893016E+000  0.97377472E-030
 -0.20000000E+001 -0.52653061E+001  0.11728665E+001  0.92749633E-030
 -0.20000000E+001 -0.52653061E+001  0.13468028E+001  0.91646134E-030
 -0.20000000E+001 -0.52653061E+001  0.15207391E+001  0.98595566E-030
 -0.20000000E+001 -0.52653061E+001  0.16946754E+001  0.12221636E-029
 -0.20000000E+001 -0.52653061E+001  0.18686117E+001  0.17866471E-029
 -0.20000000E+001 -0.52653061E+001  0.20425480E+001  0.29793949E-029
 -0.20000000E+001 -0.52653061E+001  0.22164843E+001  0.53540100E-029
 -0.20000000E+001 -0.52653061E+001  0.23904206E+001  0.99280173E-029
 -0.20000000E+001 -0.52653061E+001  0.25643569E+001  0.18566681E-028
 -0.20000000E+001 -0.52653061E+001  0.27382932E+001  0.34683291E-028
 -0.20000000E+001 -0.52653061E+001  0.29122295E+001  0.64516607E-028
 -0.20000000E+001 -0.52653061E+001  0.30861658E+001  0.11946087E-027
 -0.20000000E+001 -0.52653061E+001  0.32601021E+001  0.22031529E-027
 -0.20000000E+001 -0.52653061E+001  0.34340384E+001  0.40503379E-027
 -0.20000000E+001 -0.52653061E+001  0.36079747E+001  0.74285779E-027
 -0.20000000E+001 -0.52653061E+001  0.37819110E+001  0.13600885E-026
 -0.20000000E+001 -0.52653061E+001  0.39558473E+001  0.24870843E-026
 -0.20000000E+001 -0.52653061E+001  0.41297836E+001  0.45439616E-026
 -0.20000000E+001 -0.52653061E+001  0.43037199E+001  0.82968734E-026
 -0.20000000E+001 -0.52653061E+001  0.44776562E+001  0.15142984E-025
 -0.20000000E+001 -0.52653061E+001  0.46515925E+001  0.27630124E-025
 -0.20000000E+001 -0.52653061E+001  0.48255288E+001  0.50404380E-025
 -0.20000000E+001 -0.52653061E+001  0.49994651E+001  0.91938027E-025
 -0.20000000E+001 -0.52653061E+001  0.51734014E+001  0.16768041E-024
 -0.20000000E+001 -0.52653061E+001  0.53473377E+001  0.30580357E-024
 -0.20000000E+001 -0.52653061E+001  0.55212740E+001  0.55767935E-024
 -0.20000000E+001 -0.52653061E+001  0.56952103E+001  0.10169844E-023
 -0.20000000E+001 -0.52653061E+001  0.58691466E+001  0.18545380E-023
 -0.20000000E+001 -0.52653061E+001  0.60430829E+001  0.33818287E-023
 -0.20000000E+001 -0.52653061E+001  0.62170192E+001  0.61668549E-023
 -0.20000000E+001 -0.52653061E+001  0.63909555E+001  0.11245359E-022
 -0.20000000E+001 -0.52653061E+001  0.65648918E+001  0.20506013E-022
 -0.20000000E+001 -0.52653061E+001  0.67388281E+001  0.37392802E-022
 -0.20000000E+001 -0.52653061E+001  0.69127644E+001  0.68185811E-022
 -0.20000000E+001 -0.52653061E+001  0.70867007E+001  0.12433675E-021
 -0.20000000E+001 -0.52653061E+001  0.72606370E+001  0.22672774E-021
 -0.20000000E+001 -0.52653061E+001  0.74345733E+001  0.41343722E-021
 -0.20000000E+001 -0.52653061E+001  0.76085096E+001  0.75390104E-021
 -0.20000000E+001 -0.52653061E+001  0.77824459E+001  0.13747350E-020
 -0.20000000E+001 -0.52653061E+001  0.79563822E+001  0.25068226E-020
 -0.20000000E+001 -0.52653061E+001  0.81303185E+001  0.45711781E-020
 -0.20000000E+001 -0.52653061E+001  0.83042548E+001  0.83355192E-020
 -0.20000000E+001 -0.52653061E+001  0.84781911E+001  0.15199775E-019
 -0.20000000E+001 -0.52653061E+001  0.86521274E+001  0.27716707E-019
 -0.20000000E+001 -0.52653061E+001  0.88260637E+001  0.50541264E-019
 -0.20000000E+001 -0.52653061E+001  0.90000000E+001  0.92161718E-019

 -0.20000000E+001 -0.50204082E+001  0.47712125E+000  0.17716174E-030
 -0.20000000E+001 -0.50204082E+001  0.65105756E+000  0.12278660E-030
 -0.20000000E+001 -0.50204082E+001  0.82499386E+000  0.63860658E-031
 -0.20000000E+001 -0.50204082E+001  0.99893016E+000  0.55550472E-032
 -0.20000000E+001 -0.50204082E+001  0.11728665E+001 -0.40723342E-031
 -0.20000000E+001 -0.50204082E+001  0.13468028E+001 -0.51758338E-031
 -0.20000000E+001 -0.50204082E+001  0.15207391E+001  0.17735982E-031
 -0.20000000E+001 -0.50204082E+001  0.16946754E+001  0.25394396E-030
 -0.20000000E+001 -0.50204082E+001  0.18686117E+001  0.81842741E-030
 -0.20000000E+001 -0.50204082E+001  0.20425480E+001  0.20111752E-029
 -0.20000000E+001 -0.50204082E+001  0.22164843E+001  0.43857903E-029
 -0.20000000E+001 -0.50204082E+001  0.23904206E+001  0.89597976E-029
 -0.20000000E+001 -0.50204082E+001  0.25643569E+001  0.17598462E-028
 -0.20000000E+001 -0.50204082E+001  0.27382932E+001  0.33715071E-028
 -0.20000000E+001 -0.50204082E+001  0.29122295E+001  0.63548388E-028
 -0.20000000E+001 -0.50204082E+001  0.30861658E+001  0.11849265E-027
 -0.20000000E+001 -0.50204082E+001  0.32601021E+001  0.21934707E-027
 -0.20000000E+001 -0.50204082E+001  0.34340384E+001  0.40406557E-027
 -0.20000000E+001 -0.50204082E+001  0.36079747E+001  0.74188958E-027
 -0.20000000E+001 -0.50204082E+001  0.37819110E+001  0.13591203E-026
 -0.20000000E+001 -0.50204082E+001  0.39558473E+001  0.24861161E-026
 -0.20000000E+001 -0.50204082E+001  0.41297836E+001  0.45429934E-026
 -0.20000000E+001 -0.50204082E+001  0.43037199E+001  0.82959052E-026
 -0.20000000E+001 -0.50204082E+001  0.44776562E+001  0.15142016E-025
 -0.20000000E+001 -0.50204082E+001  0.46515925E+001  0.27629156E-025
 -0.20000000E+001 -0.50204082E+001  0.48255288E+001  0.50403412E-025
 -0.20000000E+001 -0.50204082E+001  0.49994651E+001  0.91937058E-025
 -0.20000000E+001 -0.50204082E+001  0.51734014E+001  0.16767944E-024
 -0.20000000E+001 -0.50204082E+001  0.53473377E+001  0.30580260E-024
 -0.20000000E+001 -0.50204082E+001  0.55212740E+001  0.55767838E-024
 -0.20000000E+001 -0.50204082E+001  0.56952103E+001  0.10169834E-023
 -0.20000000E+001 -0.50204082E+001  0.58691466E+001  0.18545370E-023
 -0.20000000E+001 -0.50204082E+001  0.60430829E+001  0.33818278E-023
 -0.20000000E+001 -0.50204082E+001  0.62170192E+001  0.61668539E-023
 -0.20000000E+001 -0.50204082E+001  0.63909555E+001  0.11245358E-022
 -0.20000000E+001 -0.50204082E+001  0.65648918E+001  0.20506012E-022
 -0.20000000E+001 -0.50204082E+001  0.67388281E+001  0.37392801E-022
 -0.20000000E+001 -0.50204082E+001  0.69127644E+001  0.68185810E-022
 -0.20000000E+001 -0.50204082E+001  0.70867007E+001  0.12433675E-021
 -0.20000000E+001 -0.50204082E+001  0.72606370E+001  0.22672774E-021
 -0.20000000E+001 -0.50204082E+001  0.74345733E+001  0.41343722E-021
 -0.20000000E+001 -0.50204082E+001  0.76085096E+001  0.75390103E-021
 -0.20000000E+001 -0.50204082E+001  0.77824459E+001  0.13747350E-020
 -0.20000000E+001 -0.50204082E+001  0.79563822E+001  0.25068226E-020
 -0.20000000E+001 -0.50204082E+001  0.81303185E+001  0.45711781E-020
 -0.20000000E+001 -0.50204082E+001  0.83042548E+001  0.83355192E-020
 -0.20000000E+001 -0.50204082E+001  0.84781911E+001  0.15199775E-019
 -0.20000000E+001 -0.50204082E+001  0.86521274E+001  0.27716707E-019
 -0.20000000E+001 -0.50204082E+001  0.88260637E+001  0.50541264E-019
 -0.20000000E+001 -0.50204082E+001  0.90000000E+001  0.92161718E-019

 -0.20000000E+001 -0.47755102E+001  0.47712125E+000 -0.13629527E-030
 -0.20000000E+001 -0.47755102E+001  0.65105756E+000 -0.19067041E-030
 -0.20000000E+001 -0.47755102E+001  0.82499386E+000 -0.24959635E-030
 -0.20000000E+001 -0.47755102E+001  0.99893016E+000 -0.30790196E-030
 -0.20000000E+001 -0.47755102E+001  0.11728665E+001 -0.35418035E-030
 -0.20000000E+001 -0.47755102E+001  0.13468028E+001 -0.36521535E-030
 -0.20000000E+001 -0.47755102E+001  0.15207391E+001 -0.29572103E-030
 -0.20000000E+001 -0.47755102E+001  0.16946754E+001 -0.59513047E-031
 -0.20000000E+001 -0.47755102E+001  0.18686117E+001  0.50497040E-030
 -0.20000000E+001 -0.47755102E+001  0.20425480E+001  0.16977182E-029
 -0.20000000E+001 -0.47755102E+001  0.22164843E+001  0.40723333E-029
 -0.20000000E+001 -0.47755102E+001  0.23904206E+001  0.86463406E-029
 -0.20000000E+001 -0.47755102E+001  0.25643569E+001  0.17285005E-028
 -0.20000000E+001 -0.47755102E+001  0.27382932E+001  0.33401614E-028
 -0.20000000E+001 -0.47755102E+001  0.29122295E+001  0.63234931E-028
 -0.20000000E+001 -0.47755102E+001  0.30861658E+001  0.11817920E-027
 -0.20000000E+001 -0.47755102E+001  0.32601021E+001  0.21903361E-027
 -0.20000000E+001 -0.47755102E+001  0.34340384E+001  0.40375211E-027
 -0.20000000E+001 -0.47755102E+001  0.36079747E+001  0.74157612E-027
 -0.20000000E+001 -0.47755102E+001  0.37819110E+001  0.13588069E-026
 -0.20000000E+001 -0.47755102E+001  0.39558473E+001  0.24858026E-026
 -0.20000000E+001 -0.47755102E+001  0.41297836E+001  0.45426799E-026
 -0.20000000E+001 -0.47755102E+001  0.43037199E+001  0.82955918E-026
 -0.20000000E+001 -0.47755102E+001  0.44776562E+001  0.15141703E-025
 -0.20000000E+001 -0.47755102E+001  0.46515925E+001  0.27628842E-025
 -0.20000000E+001 -0.47755102E+001  0.48255288E+001  0.50403098E-025
 -0.20000000E+001 -0.47755102E+001  0.49994651E+001  0.91936745E-025
 -0.20000000E+001 -0.47755102E+001  0.51734014E+001  0.16767913E-024
 -0.20000000E+001 -0.47755102E+001  0.53473377E+001  0.30580229E-024
 -0.20000000E+001 -0.47755102E+001  0.55212740E+001  0.55767807E-024
 -0.20000000E+001 -0.47755102E+001  0.56952103E+001  0.10169831E-023
 -0.20000000E+001 -0.47755102E+001  0.58691466E+001  0.18545367E-023
 -0.20000000E+001 -0.47755102E+001  0.60430829E+001  0.33818274E-023
 -0.20000000E+001 -0.47755102E+001  0.62170192E+001  0.61668536E-023
 -0.20000000E+001 -0.47755102E+001  0.63909555E+001  0.11245358E-022
 -0.20000000E+001 -0.47755102E+001  0.65648918E+001  0.20506012E-022
 -0.20000000E+001 -0.47755102E+001  0.67388281E+001  0.37392800E-022
 -0.20000000E+001 -0.47755102E+001  0.69127644E+001  0.68185810E-022
 -0.20000000E+001 -0.47755102E+001  0.70867007E+001  0.12433675E-021
 -0.20000000E+001 -0.47755102E+001  0.72606370E+001  0.22672774E-021
 -0.20000000E+001 -0.47755102E+001  0.74345733E+001  0.41343722E-021
 -0.20000000E+001 -0.47755102E+001  0.76085096E+001  0.75390103E-021
 -0.20000000E+001 -0.47755102E+001  0.77824459E+001  0.13747350E-020
 -0.20000000E+001 -0.47755102E+001  0.79563822E+001  0.25068226E-020
 -0.20000000E+001 -0.47755102E+001  0.81303185E+001  0.45711781E-020
 -0.20000000E+001 -0.47755102E+001  0.83042548E+001  0.83355192E-020
 -0.20000000E+001 -0.47755102E+001  0.84781911E+001  0.15199775E-019
 -0.20000000E+001 -0.47755102E+001  0.86521274E+001  0.27716707E-019
 -0.20000000E+001 -0.47755102E+001  0.88260637E+001  0.50541264E-019
 -0.20000000E+001 -0.47755102E+001  0.90000000E+001  0.92161718E-019

 -0.20000000E+001 -0.45306122E+001  0.47712125E+000 -0.23777565E-030
 -0.20000000E+001 -0.45306122E+001  0.65105756E+000 -0.29215079E-030
 -0.20000000E+001 -0.45306122E+001  0.82499386E+000 -0.35107673E-030
 -0.20000000E+001 -0.45306122E+001  0.99893016E+000 -0.40938234E-030
 -0.20000000E+001 -0.45306122E+001  0.11728665E+001 -0.45566073E-030
 -0.20000000E+001 -0.45306122E+001  0.13468028E+001 -0.46669572E-030
 -0.20000000E+001 -0.45306122E+001  0.15207391E+001 -0.39720140E-030
 -0.20000000E+001 -0.45306122E+001  0.16946754E+001 -0.16099342E-030
 -0.20000000E+001 -0.45306122E+001  0.18686117E+001  0.40349003E-030
 -0.20000000E+001 -0.45306122E+001  0.20425480E+001  0.15962378E-029
 -0.20000000E+001 -0.45306122E+001  0.22164843E+001  0.39708529E-029
 -0.20000000E+001 -0.45306122E+001  0.23904206E+001  0.85448602E-029
 -0.20000000E+001 -0.45306122E+001  0.25643569E+001  0.17183524E-028
 -0.20000000E+001 -0.45306122E+001  0.27382932E+001  0.33300134E-028
 -0.20000000E+001 -0.45306122E+001  0.29122295E+001  0.63133450E-028
 -0.20000000E+001 -0.45306122E+001  0.30861658E+001  0.11807772E-027
 -0.20000000E+001 -0.45306122E+001  0.32601021E+001  0.21893213E-027
 -0.20000000E+001 -0.45306122E+001  0.34340384E+001  0.40365063E-027
 -0.20000000E+001 -0.45306122E+001  0.36079747E+001  0.74147464E-027
 -0.20000000E+001 -0.45306122E+001  0.37819110E+001  0.13587054E-026
 -0.20000000E+001 -0.45306122E+001  0.39558473E+001  0.24857011E-026
 -0.20000000E+001 -0.45306122E+001  0.41297836E+001  0.45425785E-026
 -0.20000000E+001 -0.45306122E+001  0.43037199E+001  0.82954903E-026
 -0.20000000E+001 -0.45306122E+001  0.44776562E+001  0.15141601E-025
 -0.20000000E+001 -0.45306122E+001  0.46515925E+001  0.27628741E-025
 -0.20000000E+001 -0.45306122E+001  0.48255288E+001  0.50402997E-025
 -0.20000000E+001 -0.45306122E+001  0.49994651E+001  0.91936643E-025
 -0.20000000E+001 -0.45306122E+001  0.51734014E+001  0.16767903E-024
 -0.20000000E+001 -0.45306122E+001  0.53473377E+001  0.30580218E-024
 -0.20000000E+001 -0.45306122E+001  0.55212740E+001  0.55767797E-024
 -0.20000000E+001 -0.45306122E+001  0.56952103E+001  0.10169830E-023
 -0.20000000E+001 -0.45306122E+001  0.58691466E+001  0.18545366E-023
 -0.20000000E+001 -0.45306122E+001  0.60430829E+001  0.33818273E-023
 -0.20000000E+001 -0.45306122E+001  0.62170192E+001  0.61668535E-023
 -0.20000000E+001 -0.45306122E+001  0.63909555E+001  0.11245358E-022
 -0.20000000E+001 -0.45306122E+001  0.65648918E+001  0.20506012E-022
 -0.20000000E+001 -0.45306122E+001  0.67388281E+001  0.37392800E-022
 -0.20000000E+001 -0.45306122E+001  0.69127644E+001  0.68185810E-022
 -0.20000000E+001 -0.45306122E+001  0.70867007E+001  0.12433675E-021
 -0.20000000E+001 -0.45306122E+001  0.72606370E+001  0.22672774E-021
 -0.20000000E+001 -0.45306122E+001  0.74345733E+001  0.41343722E-021
 -0.20000000E+001 -0.45306122E+001  0.76085096E+001  0.75390103E-021
 -0.20000000E+001 -0.45306122E+001  0.77824459E+001  0.13747350E-020
 -0.20000000E+001 -0.45306122E+001  0.79563822E+001  0.25068226E-020
 -0.20000000E+001 -0.45306122E+001  0.81303185E+001  0.45711781E-020
 -0.20000000E+001 -0.45306122E+001  0.83042548E+001  0.83355192E-020
 -0.20000000E+001 -0.45306122E+001  0.84781911E+001  0.15199775E-019
 -0.20000000E+001 -0.45306122E+001  0.86521274E+001  0.27716707E-019
 -0.20000000E+001 -0.45306122E+001  0.88260637E+001  0.50541264E-019
 -0.20000000E+001 -0.45306122E+001  0.90000000E+001  0.92161718E-019

 -0.20000000E+001 -0.42857143E+001  0.47712125E+000 -0.27062949E-030
 -0.20000000E+001 -0.42857143E+001  0.65105756E+000 -0.32500463E-030
 -0.20000000E+001 -0.42857143E+001  0.82499386E+000 -0.38393057E-030
 -0.20000000E+001 -0.42857143E+001  0.99893016E+000 -0.44223618E-030
 -0.20000000E+001 -0.42857143E+001  0.11728665E+001 -0.48851457E-030
 -0.20000000E+001 -0.42857143E+001  0.13468028E+001 -0.49954956E-030
 -0.20000000E+001 -0.42857143E+001  0.15207391E+001 -0.43005524E-030
