          50 ,          50 ,          20
 -0.20000000E+001 -0.60000000E+001  0.47712125E+000 -0.17009670E+002
 -0.20000000E+001 -0.60000000E+001  0.65105756E+000 -0.16924985E+002
 -0.20000000E+001 -0.60000000E+001  0.82499386E+000 -0.16841399E+002
 -0.20000000E+001 -0.60000000E+001  0.99893016E+000 -0.16759424E+002
 -0.20000000E+001 -0.60000000E+001  0.11728665E+001 -0.16679798E+002
 -0.20000000E+001 -0.60000000E+001  0.13468028E+001 -0.16603578E+002
 -0.20000000E+001 -0.60000000E+001  0.15207391E+001 -0.16532266E+002
 -0.20000000E+001 -0.60000000E+001  0.16946754E+001 -0.16468016E+002
 -0.20000000E+001 -0.60000000E+001  0.18686117E+001 -0.16413936E+002
 -0.20000000E+001 -0.60000000E+001  0.20425480E+001 -0.16374541E+002
 -0.20000000E+001 -0.60000000E+001  0.22164843E+001 -0.16356252E+002
 -0.20000000E+001 -0.60000000E+001  0.23904206E+001 -0.16367477E+002
 -0.20000000E+001 -0.60000000E+001  0.25643569E+001 -0.16417349E+002
 -0.20000000E+001 -0.60000000E+001  0.27382932E+001 -0.16512526E+002
 -0.20000000E+001 -0.60000000E+001  0.29122295E+001 -0.16653583E+002
 -0.20000000E+001 -0.60000000E+001  0.30861658E+001 -0.16834331E+002
 -0.20000000E+001 -0.60000000E+001  0.32601021E+001 -0.17044870E+002
 -0.20000000E+001 -0.60000000E+001  0.34340384E+001 -0.17275434E+002
 -0.20000000E+001 -0.60000000E+001  0.36079747E+001 -0.17518482E+002
 -0.20000000E+001 -0.60000000E+001  0.37819110E+001 -0.17768961E+002
 -0.20000000E+001 -0.60000000E+001  0.39558473E+001 -0.18023761E+002
 -0.20000000E+001 -0.60000000E+001  0.41297836E+001 -0.18281055E+002
 -0.20000000E+001 -0.60000000E+001  0.43037199E+001 -0.18539794E+002
 -0.20000000E+001 -0.60000000E+001  0.44776562E+001 -0.18799380E+002
 -0.20000000E+001 -0.60000000E+001  0.46515925E+001 -0.19059470E+002
 -0.20000000E+001 -0.60000000E+001  0.48255288E+001 -0.19319864E+002
 -0.20000000E+001 -0.60000000E+001  0.49994651E+001 -0.19580444E+002
 -0.20000000E+001 -0.60000000E+001  0.51734014E+001 -0.19841141E+002
